x,y,u,v,p,d,F,N
0.006278188755679074,0.011665675342820222,1.3682747263216914,-0.1749931751274439,16.305844986937558,0.0042,0.35,3
0.008090191750165747,0.012657218514483511,1.551328760001019,-0.6017728970338246,16.495335815352934,0.0042,0.35,3
0.009412405895064153,0.012568140497475216,1.850870070228042,-0.6373012920772821,13.922413672194402,0.0042,0.35,3
0.006179804038326216,0.0067490254964656824,1.9541914771024693,0.534084433608887,19.671865239406152,0.0042,0.35,3
0.00232959539112799,0.0017653876090406087,0.5775596205048729,-0.4951492261625806,13.723704255667563,0.0042,0.35,3
0.002309567494934914,0.011384636496813202,0.061468512931905986,0.0942754449101358,6.926963777213743,0.0042,0.35,3
0.00322395881402114,0.008164043633406289,2.166475781089236,0.6960992530441905,19.935616688527663,0.0042,0.35,3
0.00597518897483434,0.011903123373544195,1.2313992079127085,-0.21832589437732436,16.384599378586504,0.0042,0.35,3
0.004256245821216743,0.004672798792686438,2.102390265516921,-0.24240263682753746,21.387794152947322,0.0042,0.35,3
0.0030132786356517594,0.0031516306181091826,1.6316472342503427,-0.6570760710231986,19.40768147600117,0.0042,0.35,3
0.00433395341863355,0.010052718289005145,1.2450860078688843,0.507434047310894,16.016873871399238,0.0042,0.35,3
0.010438026295972104,0.00940086570096767,3.046334672400818,0.26343390842846126,6.173954339617686,0.0042,0.35,3
0.005224398894688972,0.006950347719072667,2.1451872365647375,0.5032514840383018,19.995531098955936,0.0042,0.35,3
0.0016300270609960004,0.006934677685106163,3.0986721547225,0.3394600829313325,26.39070451812604,0.0042,0.35,3
0.011151608110398913,0.008208478803605875,2.821215453489205,0.30398164271216344,3.0725219645035793,0.0042,0.35,3
0.009827228797086958,0.0061813297761805705,1.0703400180120741,0.7146771592800677,19.520078542634387,0.0042,0.35,3
0.00454970208415362,0.0018398047138852062,0.9899478232872843,-0.5933730139608178,17.164520007903707,0.0042,0.35,3
0.005037708919006481,0.005880904661416576,2.1241979581653556,0.21457796404770563,21.017588739344145,0.0042,0.35,3
0.008847175109199589,0.0039494720688484615,0.334047388339819,-0.09973953979373097,26.43218744491032,0.0042,0.35,3
0.006997183159540248,0.003937757305415956,1.0764603696946515,-0.21011320322451965,21.71722858041215,0.0042,0.35,3
0.0045584910713572895,0.006757316082873441,2.302926609528806,0.42946331940211446,20.71137541722022,0.0042,0.35,3
0.008752441300768351,0.014266793477682348,0.8155377038630482,-0.6673188674314356,21.076422106828694,0.0042,0.35,3
0.006542544939918455,0.00432340868526603,1.3001065860722754,-0.11942463418169075,21.39526458917325,0.0042,0.35,3
0.002727540165364894,0.00966201535014681,1.147761048225534,0.6671577286963237,15.49931188681415,0.0042,0.35,3
