epoch,batch,loss,loss_1,loss_2,loss_3,loss_4,loss_5
0,0,57.58905029296875,0.04496383294463158,0.05896172672510147,0.0002047125162789598,0.0005621052114292979,57.48435974121094
0,1,32.72077178955078,0.0443459153175354,0.1240706741809845,0.3994590938091278,0.16436238586902618,31.988534927368164
0,2,14.16160774230957,0.036934494972229004,0.03645075485110283,0.027715900912880898,0.00859749037772417,14.051909446716309
0,3,4.109745979309082,0.03168950974941254,0.07078678160905838,0.08103608340024948,0.1666748821735382,3.75955867767334
0,4,0.6000392436981201,0.02912250906229019,0.09503284841775894,0.1786828339099884,0.15445047616958618,0.1427505761384964
0,5,1.8111447095870972,0.025980565696954727,0.04084025323390961,0.11375997960567474,0.03599492460489273,1.5945689678192139
0,6,5.496731758117676,0.022478854283690453,0.01981586217880249,0.02600458264350891,0.005461038555949926,5.422971248626709
0,7,9.118494033813477,0.01896168664097786,0.012905712239444256,0.003352544503286481,0.06991797685623169,9.01335620880127
0,8,10.948614120483398,0.01672167144715786,0.01760037988424301,0.04472463205456734,0.11954009532928467,10.750027656555176
0,9,10.759732246398926,0.015531102195382118,0.01999245584011078,0.08282499760389328,0.09336607903242111,10.548017501831055
0,10,8.974267959594727,0.015451835468411446,0.011127438396215439,0.07465260475873947,0.03176772966980934,8.841268539428711
0,11,6.432993412017822,0.01622452586889267,0.008249710313975811,0.03729281947016716,0.0011234236881136894,6.370102882385254
0,12,3.8783645629882812,0.01739998161792755,0.0112224780023098,0.005992202553898096,0.022027982398867607,3.8217220306396484
0,13,1.8372986316680908,0.018864283338189125,0.01618882268667221,0.0024494731333106756,0.05959175154566765,1.7402043342590332
0,14,0.5899845361709595,0.020373361185193062,0.02393278293311596,0.01980687491595745,0.07055205851793289,0.45531943440437317
0,15,0.1881805658340454,0.021601105108857155,0.028770796954631805,0.03363274782896042,0.04598887637257576,0.05818703770637512
0,16,0.5045304298400879,0.022917915135622025,0.02910490147769451,0.02964468114078045,0.012799564749002457,0.41006335616111755
0,17,1.2831476926803589,0.023559659719467163,0.028598282486200333,0.014768090099096298,0.0007291756337508559,1.2154924869537354
0,18,2.1651268005371094,0.02371598407626152,0.027193287387490273,0.003418008564040065,0.014429299160838127,2.096370220184326
0,19,2.8253161907196045,0.022469760850071907,0.024937650188803673,0.004886445123702288,0.03375627472996712,2.7392661571502686
0,20,3.041663646697998,0.019707156345248222,0.022450199350714684,0.015353207476437092,0.03704117238521576,2.9471118450164795
0,21,2.8088369369506836,0.01619007997214794,0.018993152305483818,0.0233955979347229,0.022347526624798775,2.7279105186462402
1,0,2.192070484161377,0.01311354711651802,0.015244257636368275,0.020591117441654205,0.005118513945490122,2.13800311088562
