epoch,total_loss,u_loss,v_loss,p_loss
227,0.003681972898034887,0.0002795963982035491,3.359228900411505e-05,4.314762009016704e-05
228,0.004356525563211603,0.0002796090782133185,4.033896485370033e-05,4.302001881032166e-05
229,0.0037279868265613914,0.00027949871251952243,3.405662904366512e-05,4.28252369601978e-05
230,0.0036430648972534323,0.0002794318716041744,3.320965714175889e-05,4.266729989798147e-05
231,0.0036283293315632777,0.0002792332101803781,3.306595317553729e-05,4.250077042591081e-05
232,0.0036224400709298525,0.00027924932973374695,3.3009200044695966e-05,4.227069588192865e-05
233,0.003631148169833151,0.0002791005787333812,3.309955437461295e-05,4.2092162733421325e-05
234,0.0036324866814538836,0.0002790511776269837,3.311565838389056e-05,4.18696804858469e-05
235,0.0036095397398722444,0.0002788908829891377,3.28906760180623e-05,4.1581301543787546e-05
236,0.0036136210705576973,0.00027887402261099356,3.2933369849078275e-05,4.14100608891617e-05
237,0.0036499644312160935,0.0002787501540627669,3.3299484791562215e-05,4.126581321047111e-05
238,0.0036143404643305325,0.0002786205256019126,3.294540527514817e-05,4.117940244958101e-05
239,0.003642629186453467,0.00027851890825497156,3.323070036871782e-05,4.1040241161350757e-05
240,0.003630098008381372,0.00027851171696304596,3.3110247055777684e-05,4.056158782490952e-05
241,0.0036708993879570203,0.0002783071196807379,3.3521686087955125e-05,4.0423666426001795e-05
242,0.0035826371326534586,0.00027827233928044075,3.2635824854051776e-05,4.0782296888540834e-05
243,0.003574761826629666,0.00027827282743105155,3.2565386473751545e-05,3.995036521783649e-05
244,0.003747815096920187,0.000278106005597775,3.428516058854505e-05,4.1193064548265696e-05
245,0.003615447933870283,0.0002779185742838308,3.2973987055646084e-05,4.013071140269114e-05
246,0.0035809408661655402,0.0002778045163722709,3.2639150132044136e-05,3.9221319887226194e-05
247,0.0035564246142960406,0.0002776451808379286,3.2394585353110664e-05,3.9320902281112716e-05
248,0.0036101428664882074,0.000277733050593683,3.292481596872676e-05,3.9928211249802686e-05
249,0.0035470306492325935,0.00027761587460356003,3.2300205765006304e-05,3.9394198293765925e-05
250,0.003664276234551587,0.0002773699234239757,3.3479529024175875e-05,3.895335695150689e-05
251,0.0035585481038486414,0.0002773847280133685,3.242629133059051e-05,3.853423417736353e-05
252,0.003577809029428119,0.00027715331022839314,3.256687655679839e-05,4.396809741923459e-05
253,0.003524948811073872,0.0002770380233414471,3.208875568816438e-05,3.9035238428782165e-05
254,0.003585293264636262,0.0002769423775713552,3.2700727553509005e-05,3.8278095664943315e-05
255,0.0036190423733470116,0.0002768336416920647,3.304082830171947e-05,3.8125910743309014e-05
256,0.0035583644957196984,0.0002766936522675678,3.243685056407809e-05,3.7985763066734016e-05
257,0.003514269462109289,0.00027656562716319144,3.199826195751402e-05,3.7877628446122714e-05
258,0.003516664453358813,0.00027671415062451905,3.202061386466746e-05,3.788894520601554e-05
259,0.0037590324645861983,0.00027651956770569086,3.444443874203981e-05,3.806903822061775e-05
260,0.0035330281719904055,0.00027630185782486063,3.219109633143737e-05,3.761669061284258e-05
261,0.0034979479493234644,0.00027606838821983814,3.1836830782016144e-05,3.819646934227256e-05
262,0.003496383073401045,0.00027586751490492713,3.1819893179503694e-05,3.852623624631881e-05
263,0.0034931689098646693,0.00027570716470522297,3.180048191676509e-05,3.741356737340208e-05
264,0.0035949504235759377,0.00027572299586609006,3.282025648910679e-05,3.7201802280668e-05
265,0.003496245343492112,0.00027552190956405616,3.182071602416479e-05,3.865180637645112e-05
266,0.003519348842515187,0.00027540780005934226,3.2066642564710825e-05,3.727679342608264e-05
267,0.003622870289043269,0.0002753572890386832,3.310511684420899e-05,3.700134270316498e-05
268,0.0035316916076805105,0.000275314304004,3.219482972450681e-05,3.689435338442722e-05
269,0.003485043649561703,0.0002753183930921792,3.1709673335585236e-05,3.875791315460281e-05
270,0.0034985266604714775,0.0002754193013639782,3.1863861460640855e-05,3.6721189561913803e-05
271,0.0034902470757846127,0.0002748073562873866,3.178929728164803e-05,3.650995991351506e-05
272,0.0034976188326254487,0.000274707375369458,3.186592138345904e-05,3.631931576819625e-05
273,0.003578852576372976,0.00027516060006085104,3.266472363479393e-05,3.721961547853425e-05
274,0.003483056937429038,0.0002785161156101491,3.168297950072553e-05,3.624288117200856e-05
275,0.0034831610550595956,0.0002752646700669588,3.170958718163258e-05,3.693767096344593e-05
276,0.003488048847595399,0.00027483985865149987,3.176910302665254e-05,3.629868396356787e-05
277,0.0034961255309595303,0.0002766885736491531,3.1834534721300855e-05,3.598348187303848e-05
278,0.0036638506518846207,0.00027436979739418763,3.353812115330418e-05,3.566874230190561e-05
279,0.00345214506060901,0.00027487766585016453,3.141484045375943e-05,3.5783326728216544e-05
280,0.0034506261369890785,0.0002749454870354384,3.138807551295031e-05,3.68731290853413e-05
281,0.0034475254360586405,0.0002748115617908876,3.137342355330475e-05,3.537154093051372e-05
282,0.003445588951845738,0.00027842408400663936,3.132225091659083e-05,3.49398062760222e-05
283,0.003630314212800427,0.0002759846948637542,3.319587019425605e-05,3.474248280161357e-05
284,0.0034959315830333667,0.0002733093517070467,3.186950710766144e-05,3.567156090866774e-05
285,0.0034555349266156554,0.0002755530824122781,3.143763139880982e-05,3.621870316485663e-05
286,0.003458093544891612,0.0002740290841426362,3.149885593633041e-05,3.4178852233294904e-05
287,0.003468952522697774,0.00027448018160860306,3.16059542290697e-05,3.387692529279527e-05
288,0.003449005667458881,0.00028467868502378803,3.1305189788161606e-05,3.380799915414007e-05
289,0.003458155456676402,0.00027724707615561783,3.147133561883079e-05,3.377480755840555e-05
290,0.0034411905058236284,0.0002736382236683064,3.132149620135103e-05,3.540267425705679e-05
291,0.003504066738638688,0.00027256644203920257,3.1975869040417656e-05,3.391342976432167e-05
292,0.003438553762283515,0.00027275672552853143,3.132898035057058e-05,3.2899029809579424e-05
293,0.003438463445160199,0.00027875216751867396,3.127003814866343e-05,3.270747120867864e-05
294,0.0035004913066090508,0.0002756016064350578,3.192337085651657e-05,3.2552638334560804e-05
295,0.003436319074932147,0.0002716158977074718,3.131989052979572e-05,3.27141349936772e-05
296,0.0034188612321899695,0.0002755855080481111,3.109875863380942e-05,3.339987018658906e-05
297,0.003410955160771581,0.00027145850683816457,3.107196508525786e-05,3.230012275294443e-05
298,0.003554619954560291,0.0003059498201103204,3.216445425509433e-05,3.222470555060268e-05
299,0.0034462611656636,0.00028009781751527703,3.134532810442827e-05,3.163051232232564e-05
300,0.07205844342454591,0.00027161263146395373,0.0003587722823629685,3.237520096180643e-05
301,0.013209352058104494,0.0002706086802804335,6.453546219828158e-05,3.16510390389753e-05
302,0.007999597519466823,0.00027055354704233736,3.848994691163005e-05,3.105456628625027e-05
303,0.007351702629503879,0.00027079535224898296,3.524770628163506e-05,3.1366045236195944e-05
304,0.007081192473626949,0.0002712708823806183,3.389331438732122e-05,3.1258759008778725e-05
305,0.006899879800833084,0.00027156269855119967,3.2988763037296437e-05,3.056444918249988e-05
306,0.006763010222295468,0.00027045134894168854,3.2302201527107336e-05,3.211849831462711e-05
307,0.0066643348387019205,0.0002703451398040422,3.181929605489131e-05,3.0130504207839046e-05
308,0.006612757242030718,0.00028446678797164083,3.1492750250353396e-05,2.9740481378129598e-05
309,0.0065567335748875685,0.0002703130501851609,3.128325227986682e-05,2.9770182829286735e-05
310,0.006529911251907999,0.0002693663184552199,3.11526496675056e-05,3.0015004333770115e-05
311,0.0065111433028836145,0.00027104374550452286,3.1056128467422574e-05,2.887386778059987e-05
312,0.006501097020439126,0.00027372526131909,3.09906538611606e-05,2.9240895855764393e-05
313,0.006494428200477903,0.000273332486606457,3.096195111786735e-05,2.870548699072308e-05
314,0.006490235322747718,0.0002757478756724264,3.093255244576457e-05,2.797699686528755e-05
315,0.0064882757142186165,0.0002742403977952728,3.090475646868899e-05,3.3084115950094365e-05
316,0.006473106395622546,0.00026880678673147816,3.088309941548769e-05,2.7679742660521615e-05
317,0.006475656716661019,0.000275273370789364,3.086691437850029e-05,2.7000369631092656e-05
318,0.006461907051164995,0.0002682864922627976,3.083506767738568e-05,2.660704211104365e-05
319,0.00646372740580277,0.000272911481178281,3.0823010423442945e-05,2.6213815875631884e-05
320,0.006457883928140456,0.0002701299897373908,3.080935626216656e-05,2.5882663563110825e-05
321,0.006460998842323368,0.0002762534753525291,3.079469041205646e-05,2.5807242226702247e-05
322,0.006451037331399592,0.00027094937236556274,3.076825057426256e-05,2.6437893459594555e-05
323,0.006444554966451092,0.0002689939468506385,3.075378795487764e-05,2.4803405639514413e-05
324,0.006438241213221441,0.0002665631618583575,3.073331555986608e-05,2.5014884902868122e-05
325,0.006440914193676276,0.0002689054632686417,3.072183972108178e-05,2.764087127037452e-05
326,0.006463128057393161,0.00029706341923553157,3.0710168258255265e-05,2.403106918791309e-05
327,0.006430280458351428,0.0002695042071123184,3.068621762477878e-05,2.3532759521251798e-05
328,0.006423036017539826,0.00026606892986985093,3.066911399814258e-05,2.3144338725118857e-05
329,0.006420285673812032,0.00026628204002256757,3.065504279220477e-05,2.299512247687248e-05
330,0.00641796934757043,0.0002661678961224177,3.063686852494191e-05,2.4427725954658605e-05
331,0.006413782586936246,0.00026593047633386135,3.062631565791724e-05,2.2589067818692207e-05
332,0.0064087426713244485,0.00026597222048704595,3.0602079691148404e-05,2.2354476145251695e-05
333,0.006415279772640629,0.00027335919995411217,3.058985674380727e-05,2.3949256170784462e-05
334,0.006404213183982806,0.00026613894707142293,3.0579884299765005e-05,2.2097355957322922e-05
335,0.006400021936067126,0.0002646232632369819,3.0566633044641506e-05,2.2072079942021944e-05
336,0.006403977834534916,0.00027147208906667816,3.0552115276805125e-05,2.2082757409820758e-05
337,0.006392272760752927,0.0002635566409232772,3.05329894300402e-05,2.211823084508069e-05
338,0.006396868879991499,0.00026986883842089975,3.052517744932133e-05,2.1964609252542935e-05
339,0.006385811710391532,0.0002636252598180859,3.050186048560797e-05,2.181431087096412e-05
340,0.006408046423034234,0.00029100414196198636,3.047766437124334e-05,2.1509355313107584e-05
341,0.006395608991045843,0.0002787495719861578,3.047401018689429e-05,2.2057388378016185e-05
342,0.006376460575583306,0.00026347188527738166,3.0460360655772753e-05,2.0916613555693235e-05
343,0.006372196938503872,0.0002620268748035993,3.044051829254551e-05,2.2066384603518102e-05
344,0.006367711413821036,0.00026176975436762655,3.042533932206094e-05,2.0873741711759728e-05
345,0.006363007345829497,0.0002600312754194337,3.0410660077574324e-05,2.0844219183014832e-05
346,0.006359663601456718,0.00026037976865402675,3.0390737844175998e-05,2.1136176904044326e-05
347,0.006358271612870422,0.00026168219417079604,3.0380739686238073e-05,2.0441430602989964e-05
348,0.006361346035687761,0.0002615060723407871,3.0386938554081347e-05,2.245219655543968e-05
349,0.006365836555646224,0.0002726400006477806,3.0364760773822624e-05,2.024438072112389e-05
350,0.006378773367032409,0.000293763994704932,3.032493532373337e-05,2.002237141079439e-05
351,0.0063441837714477015,0.0002614238421136344,3.031121807659722e-05,2.0516244975707114e-05
352,0.00633563097058372,0.00025766153041993016,3.028917655518109e-05,2.0134116311965045e-05
353,0.006332944231954488,0.00025621535182422536,3.0282396685586058e-05,2.0249450161910236e-05
354,0.0063259972217069435,0.0002557823225453665,3.0253588936995417e-05,1.9497183943299618e-05
355,0.006340122146701271,0.0002567236171506176,3.023210956598632e-05,3.697664628403304e-05
356,0.006324444833973592,0.0002571955317927694,3.021914414024319e-05,2.342042386193167e-05
357,0.006319256118414077,0.00025863438019190323,3.0202505678806286e-05,2.012056905765679e-05
358,0.006309890886768699,0.0002538017288316041,3.0182970146018885e-05,1.9495165195787028e-05
359,0.006321573460643942,0.0002692669381345199,3.0165527112496253e-05,1.9201121672681026e-05
360,0.006304334044795145,0.0002566344919614494,3.014322092812191e-05,1.905541425499409e-05
361,0.006293590222908692,0.0002511669961015948,3.011739673555977e-05,1.8943976018900603e-05
362,0.006289990301328627,0.0002494804476472464,3.0105041415398855e-05,1.9501647577933248e-05
363,0.006335338725793091,0.0003002131680576977,3.0081530977358025e-05,1.8819369953152172e-05
364,0.006291955984620886,0.00026093785841525954,3.006253874363293e-05,1.8510367309235416e-05
365,0.006277774185450239,0.00024945198674686253,3.0044618804161225e-05,1.939845945096088e-05
366,0.006271557776596059,0.0002468146994942799,3.0031518442476887e-05,1.8439334780850913e-05
367,0.00626375850036063,0.00024532193624922496,3.0002063464383934e-05,1.8023889341830827e-05
368,0.006260743343525312,0.00024448862082367253,2.999019687360322e-05,1.8215298454875168e-05
369,0.0062536750496788454,0.00024342683503742921,2.996091693189969e-05,1.8064871669180732e-05
370,0.006253104297105561,0.0002474424069408666,2.9938717902537476e-05,1.7918328921950888e-05
371,0.006250364663587375,0.000246324534104629,2.992322532174347e-05,1.9395130534989718e-05
372,0.006237845973704349,0.00024020581622608006,2.9897738055627666e-05,1.809260976932075e-05
373,0.006245375632054426,0.00025379363598238507,2.9873081406218592e-05,1.69658255386325e-05
374,0.006227896887470375,0.00024029517358444124,2.985481759506828e-05,1.6638185529287014e-05
375,0.006220529342747547,0.00023689467211211607,2.9821629885356575e-05,1.930868140995947e-05
376,0.006216466405682943,0.0002376498159719631,2.9811277851298325e-05,1.6561062610972758e-05
377,0.00622249417938292,0.0002501045534948141,2.9780359165504873e-05,1.6317729577250166e-05
378,0.006203497738831423,0.0002314295746724714,2.975962384384316e-05,2.014347658339168e-05
379,0.006189566063271327,0.00022766037330835718,2.9727357865671035e-05,1.6434117159488697e-05
380,0.006191624095663428,0.00023319706815527752,2.9713896103864748e-05,1.5647789206757974e-05
381,0.0061864483127878475,0.00023301514474124733,2.9690242709793065e-05,1.538451285589624e-05
382,0.0061718390153890305,0.0002202344357184219,2.966184200142214e-05,1.9236204893373227e-05
383,0.00618595795028589,0.00024467830106997013,2.9623327794648834e-05,1.6614117446971992e-05
384,0.006167434875599362,0.000231707873436707,2.9602967846254945e-05,1.5133462552925762e-05
385,0.006145181494172324,0.00021514999786053193,2.9577373177082997e-05,1.4556900664915288e-05
386,0.006142449649897489,0.0002109307163416154,2.956597820064582e-05,1.8323235963180196e-05
387,0.006136803379790349,0.00021110200428996575,2.9525478153531864e-05,2.0605728671150494e-05
388,0.006130991334264929,0.00021166073565836996,2.952283044909233e-05,1.4764563109731005e-05
389,0.006133040815422481,0.00022353858829856935,2.9477255917630497e-05,1.4051004076133143e-05
390,0.006136550187048587,0.00023378990656717426,2.9444773893126033e-05,1.3805560518614419e-05
391,0.006101642375473271,0.0002038331863745539,2.941983860761287e-05,1.3841383199839832e-05
392,0.006092261734672568,0.00019904124730435962,2.9398468045242638e-05,1.3526913955336733e-05
393,0.006094199435954744,0.00019650485641746357,2.940417074238543e-05,1.6860529905732786e-05
394,0.006090353899212046,0.0001945372588869015,2.9409371894540858e-05,1.3942289487286788e-05
395,0.006068439815532078,0.0001930251356415366,2.9312384040994484e-05,1.2937908154113261e-05
396,0.00609554073095999,0.00022527137810935858,2.9281091304834593e-05,1.4051110156287905e-05
397,0.006069069939919494,0.00020635477664076131,2.9246143888237633e-05,1.3486352145264391e-05
398,0.006047596477649428,0.0001907733636802401,2.921519163382155e-05,1.3784766741247784e-05
399,0.00603950889357789,0.00018814942847133022,2.9186295002794147e-05,1.4100435278537175e-05
400,0.10997930922630159,0.0001869170558744703,0.00021955794711009895,1.3416852652881062e-05
401,0.026599921624768864,0.00018564632641342044,5.280180977768561e-05,1.3370333363127429e-05
402,0.0175997619940476,0.0001853181456681341,3.480283703538589e-05,1.3025166688087417e-05
403,0.01596961576830257,0.00018359939911699092,3.1545597018769264e-05,1.3217742848196808e-05
404,0.015402476091615179,0.00018212409883166072,3.041417353828861e-05,1.3265326205410846e-05
405,0.015168927821584723,0.00019364383809839967,2.992603367601987e-05,1.226729322793703e-05
406,0.015046700792895122,0.00018055043950549919,2.9706115707416426e-05,1.3092568224237766e-05
407,0.014994213526899164,0.00017922075891295788,2.9603605153996877e-05,1.3190105288562005e-05
408,0.01496167548678138,0.0001832016311130825,2.9534076764486432e-05,1.1435632255928464e-05
409,0.014941612808880482,0.00018460990593832156,2.9488864294597246e-05,1.2570640633798162e-05
410,0.014930509073151783,0.00017951199102257803,2.9450699499152094e-05,2.5647322424695382e-05
411,0.014904516368088398,0.000178139519861857,2.942590394509766e-05,1.3424909742422063e-05
412,0.014884105587208813,0.0001779099303265949,2.9388824755601078e-05,1.178341066902662e-05
413,0.014866986481303518,0.0001740881270961836,2.9363355100609954e-05,1.1220928379109616e-05
414,0.014859058894217014,0.00017916336351349443,2.9337636740158565e-05,1.1077073726152197e-05
415,0.014841746538877487,0.00017874140295051885,2.930411053305513e-05,1.0949798376135401e-05
416,0.014824984891509468,0.0001724363630108366,2.928331187748964e-05,1.0892555151671827e-05
417,0.014819969634779474,0.00017330039157637987,2.9271739797629628e-05,1.079932363526578e-05
418,0.014806467701088299,0.00017274111517260528,2.9245966619452123e-05,1.0743224183071023e-05
419,0.014793901407921856,0.0001706193374543959,2.9224726776274938e-05,1.0918780307375444e-05
420,0.014784772795709696,0.00016917595679511908,2.9209177641446743e-05,1.1008205423091898e-05
421,0.0147782534530217,0.00017589546504578638,2.918088681657206e-05,1.1914535124643324e-05
422,0.014762031930414114,0.00016734217140103945,2.9168017218497962e-05,1.0681114872568287e-05
423,0.014746310655027628,0.0001671973877819255,2.9136923744359095e-05,1.0651307878685078e-05
424,0.014737658498978073,0.00016498071967031467,2.9120243280803233e-05,1.2556220802004894e-05
425,0.01473371172323823,0.00016722533671947366,2.9111688325594347e-05,1.0642105693973876e-05
426,0.014726571950384161,0.00017005673196928745,2.9092156926873773e-05,1.0436860148646785e-05
427,0.014712235890328884,0.0001653767659180713,2.907158514889571e-05,1.1066600274551258e-05
428,0.014695755333047022,0.00016062574352624571,2.904624323656952e-05,1.2007926340050869e-05
429,0.01468467390672727,0.00016284298577705738,2.902266185794195e-05,1.049987548123516e-05
430,0.014681879388676449,0.00016383743257558143,2.9015512485453986e-05,1.0285588938462421e-05
431,0.014661132866008715,0.00015798424018695104,2.8981571962173224e-05,1.2362515752267262e-05
432,0.0146604499948973,0.0001606007241538133,2.896754978626797e-05,1.6074392905548766e-05
433,0.014644270974465391,0.00016096783193378624,2.8945049052708782e-05,1.0778374251623807e-05
434,0.014629580249840563,0.0001567320703708736,2.8924885803214487e-05,1.0405165457169376e-05
435,0.014620496129447763,0.0001543459921694276,2.8911533180772412e-05,1.0383701671592213e-05
436,0.014613400679081678,0.00015908706898864528,2.888822547736874e-05,1.0200707658276025e-05
437,0.014599054247479547,0.00015213011647574604,2.887360799584051e-05,1.012016053375026e-05
438,0.01458876287903298,0.00015371167484607378,2.885000884072559e-05,1.0046984078309668e-05
439,0.01457711635157466,0.00015202155852669173,2.88294718715902e-05,1.0358887307533719e-05
440,0.014572762630202553,0.00015746733036146244,2.881026681610489e-05,1.0161952104681404e-05
441,0.01455136693336747,0.0001491897776511244,2.878434100818016e-05,1.0006814425816463e-05
442,0.014538431878794323,0.00014579682002394375,2.8764144686151255e-05,1.0562749015331395e-05
443,0.014535402752120386,0.00014673777993514457,2.875627681284889e-05,1.0526553027871573e-05
444,0.014523401898755268,0.00014725585986690766,2.8729290699464567e-05,1.1500758070972303e-05
445,0.014507155442102388,0.00014371484906984153,2.870661666582402e-05,1.0132075823838187e-05
446,0.014501693023538048,0.00015004482371626761,2.8682260976479896e-05,1.051773655159526e-05
447,0.01448451304300265,0.00014286472022914413,2.8663093706365377e-05,1.010122291104794e-05
448,0.014473164538768206,0.0001400162000209093,2.864598189427687e-05,1.0157348366523035e-05
449,0.014472425110976805,0.0001426756425644271,2.8632662096325394e-05,1.3418403630732262e-05
450,0.01445088895376433,0.00013775391231650826,2.8605554772101723e-05,1.0357647046145178e-05
451,0.014441569716754284,0.00013899450079241598,2.8585368950602557e-05,9.890866294881562e-06
452,0.014430454974486069,0.000137256432605103,2.8566233182077255e-05,1.008201355613313e-05
453,0.014413727532056246,0.00013506598373748022,2.8537182267675895e-05,1.0070352469814349e-05
454,0.014403054617683996,0.00013334409331119704,2.8519530794503886e-05,9.945164534160126e-06
455,0.014396569014272907,0.00013649813825560904,2.8500240411879283e-05,9.950698396013733e-06
456,0.014376652384684845,0.00013053720679388127,2.8472370104282163e-05,9.929969647518275e-06
457,0.014372276353903791,0.00013500397207363594,2.845497585274808e-05,9.784407459598945e-06
458,0.014356725552881306,0.00012963711527514863,2.842452109193387e-05,1.4827804575774776e-05
459,0.014342582445930351,0.00013115027104504406,2.8402154963590544e-05,1.0354694702321218e-05
460,0.014328792013905266,0.000127783718529496,2.8382424550892953e-05,9.796068091170376e-06
461,0.014322136613455686,0.00013156653453320772,2.836170923811468e-05,9.715323358250316e-06
462,0.014299552379684015,0.00012439910444134677,2.8330912176567256e-05,9.697240205820311e-06
463,0.014287139500745318,0.00012262774709432216,2.830960933021164e-05,9.707060722906714e-06
464,0.014270016203888437,0.00012693207761251622,2.8266510195284024e-05,9.82903570316425e-06
465,0.014255858195776289,0.00012220941128113984,2.824755119945621e-05,9.8730502445092e-06
466,0.01424849664115093,0.00012449188679139215,2.8228251556521915e-05,9.878967582401607e-06
467,0.014225285627286543,0.00011973256253192879,2.819117559159746e-05,9.965200909143526e-06
468,0.014218251347880472,0.00012922690604517067,2.8157565462937452e-05,1.0241685107427077e-05
469,0.014195061712102457,0.0001184346719211052,2.8132422564588275e-05,1.0415691080693664e-05
470,0.014178552918813446,0.0001206434446265286,2.809637606498489e-05,9.721274719512705e-06
471,0.01416217057373036,0.00011893486887195401,2.8066356125319462e-05,1.005758213068475e-05
472,0.014143422415310686,0.00011692525797777556,2.8033322037531022e-05,9.836209962734507e-06
473,0.014123915609988298,0.00011597215449331667,2.7995962475622285e-05,9.96232339192912e-06
474,0.014122482727874409,0.00012859763459842228,2.796596146998292e-05,1.0904306939416777e-05
475,0.014097960496490652,0.00011710199991780841,2.7933286219194997e-05,1.4215214543417625e-05
476,0.014070644128051672,0.00011440645837203853,2.789230050191029e-05,1.0087488755578471e-05
477,0.014048864133656025,0.00011399063243350776,2.7850598433525935e-05,9.574412367576521e-06
478,0.014027129054408182,0.00011303113867391154,2.7809223617871545e-05,9.485949083847862e-06
479,0.01401001862673597,0.00011681045725708827,2.7767374376708176e-05,9.520941685795234e-06
480,0.013981587973169306,0.00011651525346678682,2.7711151315915313e-05,9.497022925973976e-06
481,0.013960363512689417,0.00011427220703229646,2.7673156265254047e-05,9.513080633703133e-06
482,0.01393265128982338,0.00011284869337528521,2.762038432344773e-05,9.610494048088599e-06
483,0.013908550947565924,0.0001114099600685718,2.7575388644022908e-05,9.446746802991997e-06
484,0.013882221696390347,0.00011615289854076268,2.7512885522314306e-05,9.625963850174395e-06
485,0.013875915118577805,0.0001118094590889417,2.750853698010112e-05,9.837132273043443e-06
486,0.013829169286922975,0.00011122699156244794,2.7416310827406548e-05,9.78703131047289e-06
487,0.013784375507384539,0.00010918732666389339,2.732987236826871e-05,1.0252062069908293e-05
488,0.013756542551246557,0.00011820719704370607,2.725705632077403e-05,9.807309569706293e-06
489,0.013705613472583618,0.00010981539559328336,2.717246967553034e-05,9.563250139101662e-06
490,0.013667580248280005,0.00010861014445915565,2.7098754137775607e-05,9.593114431151083e-06
491,0.013618422714485363,0.00010765969769140197,2.700159273610387e-05,9.966738161892863e-06
492,0.013585076286372814,0.00010891073874187317,2.6931600173570175e-05,1.0365485856957754e-05
493,0.013524371791969646,0.00011251714584597556,2.6804584194906056e-05,9.562566240426598e-06
494,0.013466573489660566,0.00011055745661988939,2.6693104370100297e-05,9.463887925614307e-06
495,0.013402345378629187,0.00010646386892238462,2.6570461655368987e-05,1.0650735021044966e-05
496,0.013342565983872522,0.00010803683372531933,2.6449785929633602e-05,9.636224645377792e-06
497,0.013276648665355011,0.00010773208156355064,2.631899786303455e-05,9.41765611886777e-06
498,0.013207852036099543,0.000106246753024276,2.618216223543806e-05,1.052423365101938e-05
499,0.013109075498174538,0.0001051932872955645,2.5988465825900096e-05,9.649243607286321e-06
