epoch,batch,loss,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6
0,0,61.211708068847656,56.420536041259766,2.400238513946533,1.2642210721969604,0.2081355154514312,0.1094690039753913,0.9185791611671448
0,1,52.81689834594727,48.334075927734375,2.0802524089813232,1.307827711105347,0.2092252969741821,0.1217956915497779,0.8855182528495789
0,2,45.27220916748047,40.97188949584961,1.9156320095062256,1.2835851907730105,0.2011917680501938,0.1275393068790435,0.8999146223068237
0,3,38.46842575073242,34.310848236083984,1.8652905225753784,1.1799466609954834,0.1941451132297516,0.1268605291843414,0.9181952476501464
0,4,32.285118103027344,28.34449958801269,1.8397102355957031,1.000065565109253,0.2004239112138748,0.1245899349451065,0.9004186391830444
0,5,26.876827239990234,23.05526351928711,1.8482180833816528,0.8617228865623474,0.1963238567113876,0.1195527538657188,0.9152994155883788
0,6,22.152027130126957,18.515226364135746,1.7801262140274048,0.7417004108428955,0.1945366412401199,0.1165128871798515,0.9204373955726624
0,7,17.996118545532227,14.476804733276367,1.7556082010269165,0.658740222454071,0.1791331619024276,0.1127476170659065,0.9258318543434144
0,8,14.425226211547852,11.039155006408691,1.6945858001708984,0.607036828994751,0.1691942662000656,0.1096055880188942,0.9152548313140868
0,9,11.556525230407717,8.284886360168457,1.5845470428466797,0.590145468711853,0.1738171428442001,0.1128987520933151,0.9231300354003906
0,10,9.167839050292969,6.043221950531006,1.4896327257156372,0.5572018027305603,0.1716415137052536,0.1134744137525558,0.9061414003372192
0,11,7.327374458312988,4.267172813415527,1.436692714691162,0.558327853679657,0.1701999753713607,0.113934077322483,0.8949816226959229
0,12,5.882565021514893,2.94067907333374,1.3169714212417605,0.5512458682060242,0.1660090535879135,0.1117071732878685,0.907660186290741
0,13,4.806471824645996,2.0016982555389404,1.2094861268997192,0.5410453081130981,0.1656126230955124,0.1079349443316459,0.8886294364929199
0,14,4.13918399810791,1.3886346817016602,1.115920901298523,0.5505995154380798,0.1651137173175811,0.1064226031303405,0.9189152121543884
0,15,3.84481692314148,1.1235737800598145,1.086331486701965,0.5594152212142944,0.1604754775762558,0.1028219237923622,0.9150209426879884
0,16,3.5316641330718994,0.9541810750961304,0.9424148201942444,0.5661318898200989,0.1610958576202392,0.100339375436306,0.9078404307365416
0,17,3.593440294265747,1.0682072639465332,0.8856151103973389,0.5821112394332886,0.1545075625181198,0.0980855077505111,0.902999222278595
1,0,3.75605583190918,1.277381420135498,0.8024821281433105,0.6094627380371094,0.1558895260095596,0.0922672599554061,0.9108400344848632
1,1,3.86493730545044,1.467123031616211,0.6948859691619873,0.6394287943840027,0.156204804778099,0.0897587165236473,0.907294750213623
1,2,4.210260391235352,1.8366799354553225,0.6492488384246826,0.6602795124053955,0.1536178737878799,0.0855649262666702,0.9104344248771667
1,3,4.278052806854248,1.9797089099884035,0.5410583019256592,0.6891885995864868,0.1505707651376724,0.0867620408535003,0.917526364326477
1,4,4.49463415145874,2.2434260845184326,0.482147753238678,0.7071834802627563,0.1579242646694183,0.0803653672337532,0.9039525985717772
1,5,4.654117107391357,2.4666619300842285,0.4322460889816284,0.7067785859107971,0.1524337977170944,0.0779440179467201,0.8959964513778687
1,6,4.705823421478272,2.5617706775665283,0.3760892450809479,0.7270803451538086,0.15125672519207,0.0745474994182586,0.8896262049674988
1,7,4.679046154022217,2.575302124023437,0.3177252113819122,0.7267271280288696,0.1533220261335373,0.0717352181673049,0.90597003698349
1,8,4.480096340179443,2.4240617752075195,0.2584400475025177,0.7343810200691223,0.1546533405780792,0.0688955783843994,0.9085602164268494
1,9,4.305515289306641,2.3207831382751465,0.2109784632921219,0.706635057926178,0.1551792919635772,0.066397413611412,0.9119396209716796
1,10,4.131337642669678,2.1661922931671143,0.1743973046541214,0.7197346687316895,0.1542567610740661,0.0645598918199539,0.9167566895484924
1,11,3.9523892402648926,2.027662754058838,0.1483291387557983,0.7051060795783997,0.1519275456666946,0.0627051964402198,0.9193636178970336
