x,y,u,v
0.1128294887099279,0.1175726466629222,0.08980484,-0.018986076
0.3855635966916051,0.2207488743038956,0.0996923,-0.016350597
0.3468665818634676,0.1266165581271785,0.09132047,-0.017762512
0.1791009785237324,0.23976942095891,0.09896155,-0.016981453
0.1402399703448343,0.2011787685445619,0.10008593,-0.017568916
0.0448906616837612,0.177063792509823,0.09897824,-0.018247932
0.0659500295866419,0.1886530240000921,0.099713996,-0.017999977
0.3182499031319211,0.2766921081383107,0.09471722,-0.016122669
0.2454405281278195,0.3352858143760732,0.08189459,-0.015980095
0.236214811496071,0.231699907196272,0.09942694,-0.016876549
0.2376341559268696,0.1467253679293808,0.095242694,-0.017974705
0.0429844930503539,0.1556880912897399,0.09672399,-0.01860413
0.3236691123129853,0.2868243614555528,0.09305568,-0.01601538
0.2141646263565388,0.3775899564666241,0.06822796,-0.01589045
0.2823901293731998,0.3477739843157434,0.078346446,-0.01577124
0.2475991734160205,0.0994576019876583,0.08503838,-0.018694729
0.0926967976262108,0.2258277785039549,0.09981938,-0.017414898
0.2644688900202936,0.384347685860852,0.065917686,-0.015684932
0.275321547399748,0.185007015326781,0.0992517,-0.017280906
0.0484735479802548,0.1839428892875627,0.09945674,-0.0181292
0.2840246851243226,0.1467462518211729,0.095136836,-0.017772049
0.017533713269051,0.1665228595190048,0.09799595,-0.018523544
0.34224573007765,0.2054187542987471,0.099848226,-0.01673922
0.2030951953370147,0.4017340267578268,0.058916524,-0.015861839
0.2484806246717405,0.1115465098704027,0.08819027,-0.018483967
0.2466339339913478,0.031091933597067,0.059999898,-0.01998648
0.2070801648937015,0.317439683358904,0.08650203,-0.016218513
0.033918226498704,0.2035392589346366,0.10016413,-0.017897457
0.0895146659227824,0.1040402873961214,0.086433366,-0.01934418
0.140667502051203,0.2130203862071921,0.100128606,-0.017417759
0.2843836537337643,0.2636115863466071,0.09653564,-0.016377777
0.2169448737774912,0.2095062454145727,0.10006209,-0.01719889
0.0308204527191704,0.1412763288249024,0.09452982,-0.018908352
0.0166232279990255,0.1994399629366266,0.10008378,-0.01801762
0.2297870526885473,0.3927547039089905,0.06258698,-0.015788406
0.1219863960558997,0.0923624431122012,0.08314581,-0.019417614
0.2416223868959355,0.2998163915803596,0.09050579,-0.016229957
0.2059678809262028,0.0703369766242217,0.07593556,-0.019431442
0.2915499569601067,0.2998430770286487,0.09055014,-0.016044468
0.2110054599824787,0.1032896905259642,0.08615251,-0.01879868
0.0756657471670925,0.1611755786372432,0.09742017,-0.018387645
0.2591203230914362,0.2647618649235481,0.09639092,-0.016459793
0.3056136379797665,0.2861238789057871,0.09316392,-0.01609549
0.2906450609736615,0.2996249657401408,0.09059377,-0.016048282
0.2228647979068636,0.0483155128774015,0.067496255,-0.01977238
0.2722891462330508,0.0737592490595457,0.07701655,-0.019022793
0.2535042778918655,0.0549640967261704,0.07013102,-0.019474357
0.2012967017117817,0.2272563812616249,0.09967871,-0.017047256
0.2535629645904115,0.3666723882259604,0.07218452,-0.015793651
0.3989563724271919,0.1756813640030141,0.0983028,-0.016809791
0.1072970205967229,0.1104653532561126,0.08809729,-0.019136757
0.1964903408697636,0.2931676955385288,0.09180041,-0.016427845
0.0845597856500063,0.2156942321594281,0.10012646,-0.017567009
0.1697751466423147,0.4041816334738961,0.057788566,-0.015962929
0.1420134932897637,0.3895424266634022,0.0635242,-0.01608023
0.119818783103929,0.2899879767579963,0.0923626,-0.016679615
0.2219506555861291,0.4151178132101755,0.053409293,-0.01576981
0.1423949659710148,0.10627775964642,0.08701868,-0.019060463
0.0936861272862383,0.2529410381501228,0.097816184,-0.01710257
0.0033263733864771,0.2068801184929915,0.10016842,-0.017951816
0.1294808975395069,0.010050875613405,0.04966612,-0.021162838
0.0746016463867888,0.1106591282583914,0.08813377,-0.01928696
