x,y,u,v,p
0.1385272150853867,0.330951756423236,0.08662979,0.046054475,-0.0089221
0.1143412022478936,0.1630489089299672,0.029588386,0.023800127,-0.007984638
0.3024378303474175,0.1559954885731398,0.027378961,0.0186119,-0.008865356
0.3054576858287665,0.1926598348216807,0.039757654,0.023781411,-0.009081364
0.1885828215247679,0.0460379559084326,-0.008223608,0.0065771863,-0.006819725
0.3508782732020449,0.3413116720626237,0.09197347,0.04262375,-0.0076785088
0.3699757109144073,0.2566053216880651,0.0621659,0.029576711,-0.008299351
0.1133339112466698,0.1026130409594433,0.010088608,0.015504293,-0.007100582
0.2141094960953824,0.1089551341531278,0.011788532,0.015021138,-0.008180618
0.16419723815785,0.239327747480377,0.055124685,0.03399246,-0.009098053
0.1557982228835417,0.1057728348534396,0.010918066,0.015668027,-0.007650852
0.1271234163556163,0.3888589581046772,0.10697572,0.05324226,-0.008494854
0.2943689427290284,0.1449025504962392,0.023653194,0.017367058,-0.008785248
0.1558917545844171,0.2999115546973697,0.075926945,0.042068236,-0.009113789
0.0957892996729355,0.1489124843026636,0.025019094,0.02181881,-0.0075626373
0.2819625342816242,0.3320080968328945,0.0881242,0.044228308,-0.008776665
0.32984473343138,0.3106834469524333,0.080905125,0.039393835,-0.008447647
0.136925464058495,0.1632306126975,0.029626057,0.023796909,-0.008252144
0.2491779469743884,0.2693072041102452,0.06584446,0.036638074,-0.009365082
0.2792638128044105,0.2115603892209301,0.04608552,0.02758228,-0.009261608
0.121569593370646,0.0803460087411962,0.0029870719,0.012376897,-0.0068068504
0.0949493345237416,0.0894662318289957,0.0060269088,0.013676457,-0.006618023
0.1721193309187454,0.0473528557916192,-0.007712677,0.007105939,-0.0067009926
0.0294337533079894,0.0958386887545912,0.008467838,0.013875477,-0.005718231
0.3061050580529298,0.1689289357176336,0.031734154,0.020321004,-0.008944035
0.1129333900865069,0.0437110477687108,-0.008400038,0.0072641894,-0.0059576035
0.2110027785556603,0.0933346270577696,0.0067428797,0.012856178,-0.007901669
0.324572546440512,0.3798440415497938,0.10561673,0.049122564,-0.007490635
0.1739050417075882,0.3076753450323928,0.07875578,0.04302465,-0.009189606
0.0951996814691186,0.1849675004499695,0.03678815,0.026669256,-0.007973194
0.2292881699375094,0.1247155273968931,0.016915247,0.016861252,-0.008487701
0.1679969171213484,0.3423728023617623,0.09089558,0.047563903,-0.009005547
0.1599175517993242,0.1046903926610011,0.01055257,0.015465073,-0.0076761246
0.2615680987154618,0.3275989073440306,0.086404964,0.044242673,-0.00898695
0.3883059767097014,0.3410770479270654,0.092185184,0.04048448,-0.0068454742
0.1248089470244967,0.1181728687093382,0.015015289,0.01763367,-0.007499218
0.3346455669177093,0.2910048213973812,0.07398431,0.036407284,-0.008576393
0.2409692903878392,0.0338589270792873,-0.012313679,0.003250055,-0.0068912506
0.3451394721712695,0.2772245370576036,0.06921022,0.033926778,-0.008542061
0.0699439572695402,0.2547455738947924,0.059974834,0.035505705,-0.008146763
0.0492163787146989,0.2209845791233426,0.048629448,0.03076028,-0.007627964
0.2501161410194492,0.3662334652875088,0.100091144,0.04968732,-0.008633137
0.305256970706995,0.1895925757459248,0.03871505,0.023349933,-0.009068489
0.2551708011161951,0.0667257367186264,-0.0019098073,0.0075614974,-0.0076270103
0.3061252045506031,0.1225915268866748,0.016282722,0.013545446,-0.008507252
0.3211145978725583,0.3549839807250715,0.09663932,0.04589229,-0.007982254
0.1062725401213097,0.314457550524635,0.080620214,0.04367613,-0.008697033
0.0949100816580757,0.2809227822584331,0.0689923,0.039248995,-0.0085635185
0.1027562222766238,0.0599717993311034,-0.0032666475,0.009575419,-0.0061631203
0.0946561799183079,0.0401786645490835,-0.009324625,0.0068077967,-0.0056352615
0.091622708993626,0.2134784990803085,0.046220943,0.030427568,-0.00818491
0.3159948471653617,0.3863263809916526,0.10788791,0.05034315,-0.0075211525
0.3960736281806617,0.2103019726341099,0.04631369,0.021130078,-0.008044243
0.2695358924226971,0.0257524986325004,-0.0149632245,0.0009024665,-0.006793976
0.2447708811948769,0.1527894648789835,0.026184008,0.020411424,-0.00887537
0.2674784524580778,0.1333322585148032,0.019763634,0.01681029,-0.008692265
0.3413291517187345,0.3364417491581025,0.09015791,0.042425208,-0.007926941
0.2145507551071118,0.3392934286623699,0.09019153,0.04678183,-0.00906992
0.1666458735329269,0.2332862749417233,0.053080007,0.03316074,-0.0090909
0.297082222868259,0.4046244517777398,0.11435072,0.053461723,-0.0074682236
0.1480178777624396,0.2036949599485989,0.043051407,0.029268138,-0.008759022
0.0812221608015622,0.346036217880794,0.09138696,0.0472269,-0.0083732605
0.2296375723078281,0.3874870572467658,0.10753934,0.052854173,-0.008485794
0.0531525024986424,0.3121923748647521,0.07941477,0.042398863,-0.008069515
0.1672000680138772,0.3524669113001074,0.09445612,0.048864,-0.008939743
0.2535117690712734,0.3736160496929857,0.10276787,0.05058282,-0.008515835
0.3488518080068341,0.3203862243310991,0.08449261,0.039814405,-0.008025646
0.1527406062181572,0.3659081727750239,0.09908812,0.050559215,-0.008791447
0.2446009401396218,0.39181830525185,0.10923974,0.053155772,-0.008318901
0.1829158450367397,0.126386852681343,0.017513677,0.018177979,-0.008217812
0.2246108134467929,0.236291515032792,0.054322883,0.032695405,-0.009367943
0.1015467055486017,0.0251574606278541,-0.014003351,0.0046837255,-0.005396366
0.1238103433963301,0.3395337121695652,0.08951156,0.047040813,-0.00878334
0.1746790293636402,0.0730998076261394,0.0004002303,0.010753088,-0.007252693
0.1259192739255105,0.2170363287767354,0.04747717,0.031098358,-0.008627892
0.1273428805412792,0.3322756230018031,0.08699934,0.046152584,-0.0088377
0.1372057491561151,0.3690057479165651,0.1000313,0.050866954,-0.008702278
0.1417775000525709,0.0329842396293604,-0.011967972,0.00550621,-0.0060687065
0.2067808426734471,0.1320597554441786,0.019334719,0.018498354,-0.008468628
0.2746344913673305,0.0729487117768389,6.215274e-05,0.0076835677,-0.0077848434
0.220075276219761,0.3731899072310097,0.102317736,0.051141433,-0.00871706
0.0237101502945107,0.1030623628850234,0.010759279,0.014736049,-0.005742073
0.282235159205649,0.1956730197955694,0.04068701,0.025205247,-0.009195805
0.2207311657960103,0.0513574792399385,-0.006706074,0.0064958856,-0.0071640015
0.2733107160004269,0.1065976438366056,0.010981485,0.012684934,-0.00833559
0.1548122611531855,0.2126134901569046,0.04605858,0.030440979,-0.008880138
0.1625419308485108,0.2956551551905909,0.07449047,0.04149645,-0.009157181
0.1126370750374187,0.379885015026336,0.10362618,0.051947884,-0.008480549
0.1558235944134281,0.3494703280218985,0.09329717,0.04847663,-0.008918285
0.3135408317880161,0.2124286398428199,0.04653971,0.026253514,-0.009088516
0.0169662628046243,0.2667194142632028,0.06374042,0.03573083,-0.0073885918
0.2977932382088372,0.1953727766764104,0.040647432,0.024515085,-0.009133339
