x,y,u,v,p
0.1739827695076471,0.3338305225130574,0.088982746,0.008207552,0.0058231354
0.2040128073269966,0.1244387877352163,0.01639001,-0.01830379,0.0055480003
0.2867260331558626,0.1876664377918041,0.03698747,-0.018093593,0.004658222
0.2466844736298297,0.3962783991765491,0.110029146,0.0105684325,0.00554657
0.3779013483931994,0.2392019300335637,0.05399005,-0.021608718,0.004793167
0.2631737805429713,0.2720211431395622,0.06624834,-0.0056693032,0.005097389
0.2280533814617956,0.0980256830000927,0.007248327,-0.023425557,0.0051140785
0.2085577843380355,0.4101113893097876,0.11543505,0.014865689,0.005560875
0.1245106547917355,0.2737931904040798,0.068746015,0.00413125,0.006652355
0.0851420533974,0.2327962956653775,0.05527608,0.0014280602,0.007452965
0.2264413486429282,0.0518467928209719,-0.008064106,-0.028737254,0.004945755
0.2620704812690391,0.4267049382888123,0.12058513,0.013006978,0.005769253
0.3836514035524236,0.3110152115234307,0.07860367,-0.013163395,0.005689144
0.1904120300129483,0.0943627878380954,0.0064880103,-0.020746954,0.0056843758
0.2777117422033482,0.1541293692690546,0.025671646,-0.021289386,0.0046362877
0.0144779701943585,0.1389807041356944,0.025105879,-0.0060919896,0.008740425
0.2097531627874045,0.1297343265752175,0.01810281,-0.018144198,0.005469799
0.2953814399580404,0.3635031658241759,0.09785716,0.0025739,0.0055179596
0.3235396091886635,0.1313930307541975,0.017757103,-0.028833248,0.004134655
0.1566475689753186,0.2471996123174428,0.05901186,-0.00069928914,0.006263256
0.0014535179435898,0.1888068730168429,0.042160198,-0.00040707737,0.00897789
0.2929687002135233,0.1554673613415612,0.026014492,-0.022641309,0.004488468
0.307321603187817,0.341295500251188,0.0899276,-0.0012563542,0.0053987503
0.2479342649962486,0.0923858933396708,0.0051733702,-0.02588559,0.0048089027
0.2235373964822302,0.2074344038552309,0.044378206,-0.010076828,0.0053725243
0.1693306976071747,0.3206534587887795,0.084423706,0.006973855,0.0059046745
0.2805587018606474,0.2593213234218472,0.061664507,-0.008774944,0.004957199
0.1559421414677552,0.123343909019488,0.016731903,-0.014884122,0.00633049
0.1786551157341358,0.0548661364830692,-0.006459072,-0.024417646,0.0057020187
0.2270851701414466,0.3013328544819098,0.076885864,0.00078778714,0.0053977966
0.2298329369008426,0.2830540640933964,0.07047193,-0.0015937164,0.005358696
0.3639201830329659,0.1879249303781799,0.036639377,-0.026418872,0.004310608
0.1128242609492278,0.4055264846804896,0.11513774,0.019341521,0.006052017
0.1804460125101037,0.1060884482073296,0.010553524,-0.018622704,0.0058836937
0.2984816842086975,0.3125402378134446,0.07997696,-0.0039493814,0.0051784515
0.0293890495356369,0.1859001932377538,0.040485784,-0.0015452281,0.00853014
0.0914782223795624,0.0923199395767735,0.0076283664,-0.014485307,0.0073304176
0.307054893956461,0.111878444522624,0.01129739,-0.029436298,0.004184723
0.1859029478982029,0.0578237162874146,-0.005588129,-0.024639018,0.005601406
0.291991325355102,0.4011718196262887,0.11115925,0.007462226,0.0057992935
0.101569900026435,0.1632178277735235,0.031204864,-0.0071054474,0.0073075294
0.2586309453869837,0.1361019114731219,0.019735739,-0.021646507,0.0048036575
0.091616381162541,0.2921755232979769,0.075691625,0.0077145025,0.007059574
0.1844452846149684,0.2646458411915791,0.06465571,-0.0004652813,0.0058460236
0.2842864113347567,0.2792130011659539,0.068524286,-0.0066959336,0.0050230026
0.2222807613840661,0.4148702559823372,0.11693518,0.01450967,0.0055680275
0.3408030360279381,0.2348058625562095,0.052713796,-0.017900117,0.004658699
0.1038808895093382,0.0967901579048931,0.008839533,-0.014668383,0.0071434975
0.1403966697375273,0.2883314988226579,0.07355158,0.004935287,0.0063667297
0.0386492918397113,0.2327403780263251,0.056205675,0.0031979904,0.008241177
0.1827856447381668,0.140308845847938,0.022034332,-0.014820881,0.0059142113
0.3522430929578726,0.2214405772687906,0.048072502,-0.020852394,0.004561901
0.1976049896542092,0.2220289809461155,0.04972808,-0.0063654557,0.005713463
0.283183709640869,0.4253913371891793,0.11982934,0.011146478,0.0059285164
0.3490227717516173,0.2339867574899568,0.052379057,-0.018915184,0.0046567917
0.0386128128184454,0.1558097233895623,0.03011553,-0.0051186755,0.008385658
0.1621770765228344,0.3256648348039781,0.086284325,0.007968299,0.0059661865
0.1535775286143987,0.0743425714540987,0.0004004687,-0.020339735,0.006210804
0.0773814559190642,0.2227088984484066,0.05196564,0.00065057725,0.0076212883
0.0179397173171769,0.1534161555652716,0.029838488,-0.004657753,0.008714676
0.0451992647337839,0.2356072381582253,0.057048008,0.0032894537,0.008119106
0.0929195057856605,0.2445669226182267,0.059180424,0.0023861453,0.0072784424
0.2604928174466334,0.1491900401835835,0.02413933,-0.020244665,0.0048184395
0.1822111281143369,0.4166912247433016,0.11812417,0.017227702,0.00560236
0.3896520112224859,0.167320264222217,0.029644415,-0.032175846,0.004170418
0.2503936887301937,0.3316675801305112,0.0872225,0.0025757775,0.005325794
0.084674043648947,0.1692172664903904,0.033585712,-0.0055955425,0.0076007843
0.239704062607874,0.1228782148904923,0.015461132,-0.021502621,0.0050177574
0.1027834367433943,0.349074266528336,0.09539525,0.013532929,0.0065426826
0.1123312749171108,0.3065406664310924,0.08034961,0.008396767,0.0066747665
0.1987722159540411,0.1672608143863745,0.030954763,-0.012873121,0.005692482
0.2757291371782025,0.3177169923431441,0.08203809,-0.0012413934,0.005214691
0.1590985470169368,0.3705851859780225,0.102135584,0.013263546,0.0058460236
0.1673801976221883,0.4024158788698865,0.11326949,0.016428523,0.0056905746
0.2501010185572491,0.3948594717986379,0.10948293,0.010140799,0.0055470467
0.274453273042869,0.2599413921970713,0.06193988,-0.008138426,0.0049934387
0.3654533402661259,0.2429108890674641,0.05532925,-0.019668944,0.004770756
0.3537276429810586,0.267867077866379,0.06397526,-0.015190221,0.0049557686
0.0072127278063981,0.1576607780743905,0.03154485,-0.003873594,0.008887768
0.3942301094485463,0.1884044029515949,0.036713287,-0.030077703,0.0043735504
0.2649993250888019,0.4145093193133961,0.11623208,0.011322074,0.005709648
0.2390518223649258,0.3623389940122539,0.09815113,0.007118158,0.0054388046
0.2867001808667405,0.1103629170668282,0.010893032,-0.027493812,0.004385948
0.3488957679575071,0.1881960775676302,0.036790058,-0.024633355,0.004327297
0.2317030866143785,0.179104232574335,0.03458874,-0.014114179,0.005236149
0.0151293911502204,0.2112395199565842,0.049413368,0.001604192,0.008710384
0.1615184856620626,0.3750490252990425,0.10367648,0.01363831,0.0058116913
0.2833495859990193,0.1571974463377526,0.026666328,-0.021470018,0.0045871735
0.1172605051039148,0.2969255470930618,0.07691781,0.007091664,0.0066542625
0.21676078965249,0.122239660130461,0.015493557,-0.019601978,0.005346775
0.1755739587299879,0.3610686350222478,0.09854762,0.01124268,0.0057444572
0.3848951243072335,0.1786561788829362,0.03345649,-0.030141868,0.0042567253
0.254406622942889,0.1707485207909362,0.031507894,-0.017095335,0.0049414635
0.2220879405651928,0.3210837419354744,0.08386271,0.0034994408,0.005445957
0.194303663821678,0.0791322261850643,0.0013579577,-0.022827335,0.005568981
0.3071335534510695,0.3345574096636447,0.087573454,-0.0020659342,0.0053477287
0.2601857081653865,0.1459442461205621,0.023044989,-0.020608462,0.0048127174
0.0843118004895773,0.1666904668740633,0.032738134,-0.00585822,0.0076122284
0.0564134908091497,0.2288364848143332,0.054491922,0.0021572635,0.007956028
0.1193179493055835,0.1404937416445831,0.023172542,-0.010634698,0.0069856644
0.298554771896693,0.1998260004735378,0.04104583,-0.017781414,0.0046133995
0.0721599104475437,0.1343765926523068,0.02211444,-0.008861013,0.0077958107
0.323094674682746,0.1839705563104893,0.035486862,-0.022289969,0.00439167
0.0114509229433396,0.2327658919656897,0.05682175,0.0039918944,0.008691311
0.1636026792404041,0.1291530805732532,0.018563196,-0.014742263,0.0062127113
0.2162244341714825,0.4148459116134311,0.11700909,0.01491525,0.0055651665
0.2833637705813056,0.1893954774250286,0.037604973,-0.017555483,0.0046925545
0.2883666316719696,0.3171058355541343,0.08168094,-0.0024497882,0.005200386
0.2999687709263905,0.1788170665414214,0.03387992,-0.0204973,0.004518509
0.1904403364373665,0.0433702041267126,-0.010421827,-0.026674695,0.0054473877
0.2572629452804297,0.0411008216854919,-0.011865452,-0.032886393,0.004454136
0.1291140852281361,0.1426195771791916,0.023704216,-0.010971196,0.006822109
0.0984208239458275,0.2916668497593566,0.07539742,0.0073667094,0.006960869
0.1994709655349007,0.4028673333858559,0.11299078,0.014605664,0.0055704117
0.2362594169875492,0.0725383505307437,-0.0013190061,-0.027175464,0.0048980713
0.1630156949340599,0.1127761343988698,0.013066456,-0.01658643,0.0061893463
0.1341331667812413,0.3601527075263579,0.09881608,0.013364695,0.0061221123
0.0965105440346773,0.0603418715043947,-0.0030713826,-0.018325932,0.007059574
0.2001734389544197,0.2506960669535771,0.059600517,-0.003190823,0.005666733
0.2483774886438521,0.4145914370631298,0.11648409,0.012614511,0.005631447
0.0949547714541517,0.1200915149186251,0.016815826,-0.011578031,0.007370472
0.2749257549350745,0.2689916222797618,0.0650727,-0.0070836022,0.0050206184
0.3723520098648369,0.1698375272167706,0.030518696,-0.029710777,0.0041742325
0.3210544957842772,0.1933522216725651,0.03868644,-0.020911403,0.004454136
0.2785673838023625,0.322956697437941,0.083838865,-0.0008553341,0.005235195
0.1226286870421703,0.1461147409438934,0.025005743,-0.010190435,0.00693655
0.0627264029508449,0.0981148382820558,0.010241672,-0.012413092,0.007826805
0.2471155507424222,0.1667700396872241,0.03022568,-0.016919978,0.005019188
0.2691223079905035,0.3020234124364174,0.0766298,-0.002562739,0.0051670074
0.0456364999853966,0.2473969358185043,0.061082765,0.004549615,0.008054256
0.124991860574936,0.2598182277967312,0.06388895,0.0025317594,0.0067009926
0.0098203018448234,0.1937356032195437,0.043614075,-0.000109799206,0.008837223
0.3882062767917176,0.1717946047466196,0.031145498,-0.031425007,0.0042061806
0.0637775812013303,0.2541629213369922,0.06304328,0.0046447143,0.0077171326
0.3290077376331371,0.1569905726299441,0.02633302,-0.026276655,0.0042238235
0.1902292713123551,0.0692416963776213,-0.0018709451,-0.023654886,0.005590439
