x,y,u,v,p,d,F,N
0.007074954326963871,0.0044283932668592475,1.4981131402888836,0.2910161474168674,17.307997472302866,0.0048000000000000004,0.4,9
0.008631415135274266,0.012049464587894895,0.32901343720451265,-0.30518048612945214,20.275201927180326,0.0048000000000000004,0.4,9
0.006732883928996115,0.012581122956085907,0.45089040902004435,-0.1992578374668461,17.968433022694402,0.0048000000000000004,0.4,9
0.002361576519097044,0.01009084213658193,0.4134059177884544,0.32577217792762997,12.030343279064601,0.0048000000000000004,0.4,9
0.004295887556049062,0.0020900385638833543,0.7241385537343037,-0.3375338739912093,16.266498838605465,0.0048000000000000004,0.4,9
0.006153803449640628,0.0042137865386916535,1.4907983366325712,0.10814952725136137,17.817134994418694,0.0048000000000000004,0.4,9
0.004018057144802139,0.0058184636207232986,2.238358244703923,0.08904746659374467,19.528114748839,0.0048000000000000004,0.4,9
0.007397243018742601,0.012043862271444996,0.48119494370179405,-0.2626774203093314,18.381431886218223,0.0048000000000000004,0.4,9
0.010904389320384665,0.004273951124405343,1.1562909993401629,0.3507154203956817,10.72971980971308,0.0048000000000000004,0.4,9
0.005470981863699825,0.0046313292080255855,1.7207525629089027,0.041575830804348506,18.04202206421516,0.0048000000000000004,0.4,9
0.0079104271065552,0.006625898481936806,2.163051015487631,0.2772348828963892,14.025768092960028,0.0048000000000000004,0.4,9
0.010183597209830442,0.005886817477478642,2.414877929484987,0.38829352093683556,7.970042929073193,0.0048000000000000004,0.4,9
0.006691884894561363,0.005140587987712791,1.7793176213183197,0.26518414004233415,16.920294504639585,0.0048000000000000004,0.4,9
0.005346113384974295,0.008649145948722292,1.5693876074991386,0.26518322799042315,16.498943795564873,0.0048000000000000004,0.4,9
0.010928440925444415,0.00787837966332899,2.7721085002904067,-0.00872570954437773,3.4672830248550333,0.0048000000000000004,0.4,9
0.0012495369818623194,0.006925219209244352,2.769234436290534,0.24100985557679686,26.177028402100635,0.0048000000000000004,0.4,9
0.009119448161439168,0.008088287449857503,2.319515145895549,-0.07386865595168277,11.05043207678702,0.0048000000000000004,0.4,9
0.010414805244075623,0.004741738839731831,1.686724944278763,0.4982554863912743,10.445579566208478,0.0048000000000000004,0.4,9
0.008012422819270353,0.009676531525843267,1.4691468237426843,-0.27962113831472735,15.18995768338229,0.0048000000000000004,0.4,9
0.007656491262891752,0.006880108061334883,2.138735304110024,0.23741123371479494,14.36027344414032,0.0048000000000000004,0.4,9
0.006134573532385561,0.00753904060513446,1.9373982505009573,0.23039456735893082,16.269818334950628,0.0048000000000000004,0.4,9
0.005681615153725102,0.001399554878541977,0.5408571542311527,-0.20006659191490345,17.126289356258383,0.0048000000000000004,0.4,9
0.004607090138851515,0.01218723406202631,0.34714810013971986,-0.12744470180398537,14.946652138085401,0.0048000000000000004,0.4,9
0.005902259114617888,0.0016886587660261004,0.5951746036167798,-0.17388454339421636,17.525594697144406,0.0048000000000000004,0.4,9
0.008485799030134761,0.007025229763503353,2.2911875159315085,0.20275841722068796,12.578386663198792,0.0048000000000000004,0.4,9
0.007728098680917045,0.010760931408947304,0.9241230360001064,-0.32854219183308836,16.932386523914786,0.0048000000000000004,0.4,9
0.002569066101881078,0.007735095899152207,2.1261757117118774,0.46970895105061927,20.302607009769456,0.0048000000000000004,0.4,9
0.0040002571895655595,0.004992915364606878,2.076618227042928,-0.08604198043773456,19.449805050835714,0.0048000000000000004,0.4,9
0.008067848397354175,0.007977058138751027,2.1042423558911953,0.022525926702026966,13.524639857329236,0.0048000000000000004,0.4,9
0.008409546370189558,0.012186603549336794,0.3246895181530472,-0.2850984004641924,20.129852517273875,0.0048000000000000004,0.4,9
0.0024830371969448454,0.004674802667256253,2.29813332578568,-0.2697779913126674,21.795653048992666,0.0048000000000000004,0.4,9
0.005224877485526646,0.0042425162452689475,1.6108767903122483,-0.04760559039257907,18.177417205907968,0.0048000000000000004,0.4,9
0.004089910192203127,0.00991902261423039,0.8632346635366736,0.3283972280587589,15.175041662892133,0.0048000000000000004,0.4,9
0.006326732927238819,0.009539137370210414,1.3112977482624337,0.019482096666023258,16.047139970837154,0.0048000000000000004,0.4,9
0.006117972337446623,0.011561041055011037,0.5883477577794701,-0.1539395235259776,16.67150962733475,0.0048000000000000004,0.4,9
0.011791128701557624,0.006646252368880929,2.809227277602596,0.010727101290096474,-1.5356240667606234,0.0048000000000000004,0.4,9
0.009457297138194327,0.00445337550585535,1.4420605243184728,0.5865129253551976,14.838402260381272,0.0048000000000000004,0.4,9
0.0035246764333641896,0.004105177156817991,1.8100003631022077,-0.3075108161433615,19.25713944723394,0.0048000000000000004,0.4,9
0.0006406513735492108,0.00923523642422735,0.7058866885429296,0.16262557475921094,19.77337248307041,0.0048000000000000004,0.4,9
0.003329883872301834,0.012324770961900808,0.12198248130787283,-0.11070227905710943,12.171516966699842,0.0048000000000000004,0.4,9
0.011288630317218834,0.006532297123313214,2.7890727154345405,0.10699555383135556,1.4151772165067626,0.0048000000000000004,0.4,9
0.004601220659838917,0.0026161964563482048,0.9552016220414967,-0.3026001703375158,17.140414700017267,0.0048000000000000004,0.4,9
0.002247450489180429,0.005394869267810621,2.616097523558175,-0.09596578296978196,23.24831817884944,0.0048000000000000004,0.4,9
0.010777226505153534,0.0035981163534344984,0.28198220720246986,0.1439566562815423,16.24979998118863,0.0048000000000000004,0.4,9
0.003322764987349756,0.003023005200061686,1.2069938827744402,-0.44095377684264303,17.41721973264447,0.0048000000000000004,0.4,9
0.0072276027943068925,0.001358176379746198,0.41368434619372907,-0.11047073955028769,19.092392860373195,0.0048000000000000004,0.4,9
0.003248383856217614,0.0024296446749382163,0.8407116335857547,-0.4357491775842781,15.971537811826751,0.0048000000000000004,0.4,9
0.0022372765848434296,0.010833878358820612,0.037597685723777204,0.05941534754860106,8.121643558036165,0.0048000000000000004,0.4,9
0.009948490448095858,0.005615309876745777,2.2439174908624713,0.4609977595517811,9.550047029134571,0.0048000000000000004,0.4,9
