x,y,u,v
0.1128294887099279,0.1175726466629222,0.018975377,-0.0009937212
0.3855635966916051,0.2207488743038956,0.045210913,0.00048674643
0.3468665818634676,0.1266165581271785,0.013007909,0.0039709806
0.1791009785237324,0.23976942095891,0.046296448,0.0039438903
0.1402399703448343,0.2011787685445619,0.049537376,0.0034125447
0.0448906616837612,0.177063792509823,0.04903193,-0.00047922134
0.0659500295866419,0.1886530240000921,0.050590605,0.0010244027
0.3182499031319211,0.2766921081383107,0.03599061,-0.00043971092
0.2454405281278195,0.3352858143760732,0.0065663606,-0.0010491088
0.236214811496071,0.231699907196272,0.04744625,0.0033934265
0.2376341559268696,0.1467253679293808,0.026451275,0.003646478
0.0429844930503539,0.1556880912897399,0.04164517,-0.0019464865
0.3236691123129853,0.2868243614555528,0.031890884,-0.0011652634
0.2141646263565388,0.3775899564666241,-0.004572518,-0.0022890419
0.2823901293731998,0.3477739843157434,0.0034100339,-0.003319949
0.2475991734160205,0.0994576019876583,0.006468773,0.0028690547
0.0926967976262108,0.2258277785039549,0.049703956,0.0032971874
0.2644688900202936,0.384347685860852,-0.0037988573,-0.0050003678
0.275321547399748,0.185007015326781,0.04064259,0.0036864951
0.0484735479802548,0.1839428892875627,0.05048254,8.586794e-05
0.2840246851243226,0.1467462518211729,0.024216592,0.0039194077
0.017533713269051,0.1665228595190048,0.047356963,-0.0025005117
0.34224573007765,0.2054187542987471,0.04380977,0.002127856
0.2030951953370147,0.4017340267578268,-0.0028993264,-0.0033747181
0.2484806246717405,0.1115465098704027,0.0105477795,0.0031829327
0.2466339339913478,0.031091933597067,0.0033349842,0.0002962649
0.2070801648937015,0.317439683358904,0.012937315,0.0013620555
0.033918226498704,0.2035392589346366,0.05304274,0.00062948465
0.0895146659227824,0.1040402873961214,0.013831735,-0.0030216426
0.140667502051203,0.2130203862071921,0.050119787,0.0036740005
0.2843836537337643,0.2636115863466071,0.04015979,0.0012491569
0.2169448737774912,0.2095062454145727,0.048062354,0.0038613975
0.0308204527191704,0.1412763288249024,0.035826743,-0.003610298
0.0166232279990255,0.1994399629366266,0.05356887,-0.00033228844
0.2297870526885473,0.3927547039089905,-0.0040135086,-0.0040406287
0.1219863960558997,0.0923624431122012,0.0076996833,-0.0020880625
0.2416223868959355,0.2998163915803596,0.022975922,0.0009695962
0.2059678809262028,0.0703369766242217,0.0006350875,0.0004901737
0.2915499569601067,0.2998430770286487,0.024776816,-0.0007919967
0.2110054599824787,0.1032896905259642,0.008738205,0.002036132
