epoch,batch,loss,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6
0,0,41.87990951538086,32.90345764160156,51.72893524169922,59.492088317871094,0.26384660601615906,0.3607761263847351,23.577255249023438
0,1,25.78000259399414,17.3631534576416,34.86074447631836,41.92046356201172,0.16676205396652222,0.27970606088638306,11.627938270568848
1,0,14.394926071166992,8.14636516571045,23.384140014648438,28.03772735595703,0.09231024980545044,0.20784816145896912,3.910207986831665
1,1,7.769102573394775,3.078096389770508,15.552062034606934,17.531131744384766,0.04157993197441101,0.1472194939851761,0.3665482699871063
2,0,5.3307294845581055,0.7353503108024597,9.767427444458008,10.323884963989258,0.012294616550207138,0.09810823947191238,0.41302239894866943
2,1,5.491265296936035,0.29812830686569214,5.646900177001953,5.91735315322876,0.0010267688194289804,0.0596991628408432,2.505280017852783
3,0,6.090867042541504,1.0423338413238525,3.0091443061828613,3.90625,0.0034541632048785686,0.03147633746266365,4.513596057891846
3,1,5.892693519592285,2.471047878265381,1.399780035018921,3.5716044902801514,0.013879186473786831,0.012975243851542473,5.2300519943237305
4,0,4.8309245109558105,3.738223075866699,0.48045814037323,4.1880693435668945,0.026227304711937904,0.0030723134987056255,4.651081562042236
4,1,3.369338035583496,5.093928813934326,0.2203010618686676,5.037782669067383,0.035850971937179565,4.8495905502932146e-05,3.3310623168945312
5,0,2.020249366760254,5.446117401123047,0.41508305072784424,5.784132480621338,0.04002701863646507,0.002024829387664795,1.8789808750152588
5,1,1.1218979358673096,5.112245082855225,0.8668519258499146,6.173725128173828,0.038984186947345734,0.0070368507876992226,0.7310711741447449
6,0,0.8029534816741943,4.668948173522949,1.4791741371154785,6.1407294273376465,0.033552270382642746,0.013144508004188538,0.11217581480741501
6,1,1.0016666650772095,3.507509231567383,1.9008044004440308,5.754600524902344,0.025665801018476486,0.018802080303430557,0.03589678928256035
7,0,1.5266916751861572,2.6420633792877197,2.375734329223633,5.113159656524658,0.017208388075232506,0.023075858131051064,0.35569053888320923
7,1,2.1190249919891357,1.5913593769073486,2.4457285404205322,4.328235626220703,0.009628716856241226,0.02544637955725193,0.8370773196220398
8,0,2.5416150093078613,0.8660929203033447,2.4989216327667236,3.547945261001587,0.0041027977131307125,0.025832489132881165,1.2458877563476562
8,1,2.6648049354553223,0.36032891273498535,2.3834900856018066,2.8479764461517334,0.0011167859192937613,0.024549972265958786,1.4361896514892578
9,0,2.4556076526641846,0.09168320149183273,2.138145923614502,2.27945876121521,0.0006647074478678405,0.02167115919291973,1.3713849782943726
9,1,2.019420623779297,0.03037412092089653,1.7041151523590088,1.836590051651001,0.002214617794379592,0.01832067407667637,1.1011723279953003
10,0,1.437835693359375,0.10524480044841766,1.3581593036651611,1.5147093534469604,0.004867048934102058,0.014063127338886261,0.7298123240470886
10,1,0.8732447624206543,0.2343205213546753,0.988481879234314,1.234104871749878,0.007554409559816122,0.009934554807841778,0.3689626455307007
11,0,0.4303777813911438,0.33246538043022156,0.627336859703064,0.9827985167503357,0.00955941155552864,0.00618801498785615,0.11141761392354965
11,1,0.17609292268753052,0.3971421420574188,0.36335745453834534,0.7297608852386475,0.01036601047962904,0.003202777821570635,0.005588027182966471
12,0,0.115313321352005,0.3629753291606903,0.16391699016094208,0.4952249825000763,0.00987444818019867,0.0011431562015786767,0.04828105866909027
12,1,0.20635154843330383,0.2925264537334442,0.06866690516471863,0.3049456775188446,0.008510489948093891,0.00016400328604504466,0.18964089453220367
13,0,0.3666152358055115,0.19070909917354584,0.06115784868597984,0.18886686861515045,0.0064214798621833324,0.00017439493967685848,0.35147401690483093
13,1,0.5156797766685486,0.10648808628320694,0.12577316164970398,0.16204683482646942,0.004342993255704641,0.0009682424133643508,0.46292465925216675
14,0,0.594223141670227,0.05493850260972977,0.22201205790042877,0.22192423045635223,0.0024811227340251207,0.0021627063397318125,0.4836066961288452
14,1,0.5882207155227661,0.05912310630083084,0.340038001537323,0.34515580534935,0.0012003305600956082,0.00341808726079762,0.41611599922180176
15,0,0.5092552900314331,0.11928694695234299,0.41166460514068604,0.5073085427284241,0.0006048297509551048,0.004333381541073322,0.29198136925697327
15,1,0.3984863758087158,0.227153018116951,0.4544227421283722,0.6779003143310547,0.0006397265242412686,0.004795924294739962,0.15805043280124664
16,0,0.2905474901199341,0.36114370822906494,0.4425954222679138,0.8221368789672852,0.001120131928473711,0.004692131653428078,0.05482077598571777
16,1,0.21810592710971832,0.5001593232154846,0.4039749503135681,0.9276955127716064,0.0018418277613818645,0.004205320030450821,0.005998100154101849
17,0,0.18400685489177704,0.6145275831222534,0.3327227234840393,0.9764776229858398,0.00251361564733088,0.003373946063220501,0.012795936316251755
17,1,0.1830839365720749,0.6776348948478699,0.2426125407218933,0.9654025435447693,0.0029730871319770813,0.0024381575640290976,0.05820297822356224
18,0,0.19610068202018738,0.6958136558532715,0.16809600591659546,0.9022679328918457,0.0031169280409812927,0.001553050708025694,0.11533121019601822
