x,y,u,v,p,d,F,N,Re
0.3391308657266049,0.4308300787024186,4.583738072303675e-05,-0.00030242566781657644,0.0305783277653669,0.12,0.3,11,1.0
0.3379095409761596,0.4307190491796509,0.00014758533709119937,-0.0006068895205787017,0.0301810145029235,0.12,0.3,11,1.0
0.3387435634576835,0.4286176185838371,0.00012294952538470443,-0.0005741085712091494,0.0304980956440067,0.12,0.3,11,1.0
0.4,0.3741473561712991,0.010102616791234,0.0038745347982357,0.0380678118027231,0.12,0.3,11,1.0
0.3999999999999999,0.37510852412633,0.00686604918798,0.0019261940948137,0.0608942664550604,0.12,0.3,11,1.0
0.3981890161563653,0.3743713639144518,0.006829241605845,0.001244342796753,0.0297109724391094,0.12,0.3,11,1.0
0.336559198096051,0.4305962907360047,0.00030159431158696123,-0.0009305619673353016,0.0297409922636415,0.12,0.3,11,1.0
0.3375273868614065,0.4278618775592276,0.00028541483019087167,-0.0010284683133702,0.0300369102309208,0.12,0.3,11,1.0
0.3979299194255996,0.3732331356297502,0.0101812517874435,0.0019240584223943,0.0246356503588335,0.12,0.3,11,1.0
0.4,0.3722589168799557,0.0151893891884442,0.0063628520690509,0.0242172186115378,0.12,0.3,11,1.0
0.3344347464379638,0.4304031587670877,0.0006285730815347635,-0.0013954680913447,0.0292164191831376,0.12,0.3,11,1.0
0.3353336996255808,0.4279869654852888,0.0006133114114029817,-0.0016092526128654,0.0294082757781499,0.12,0.3,11,1.0
0.3976517975589118,0.3713872941402047,0.0153697501254948,0.0030154617501154,0.0184607107543842,0.12,0.3,11,1.0
0.4000000000000001,0.3703704775886124,0.0197299704297009,0.007982115327425,0.0152731008782027,0.12,0.3,11,1.0
0.3327432271637819,0.4277410287218556,0.0011414861879471,-0.0022434717658629,0.0286564594120013,0.12,0.3,11,1.0
0.3307517036291389,0.4300683366935581,0.0014438321502097,-0.0020522998087301,0.0281158400056445,0.12,0.3,11,1.0
0.3974788878451663,0.3684071380517095,0.0227091558125855,0.0046567865644138,0.012570605723753,0.12,0.3,11,1.0
0.4000000000000001,0.3670022889759909,0.0270755709989672,0.0098098289377405,0.0094365153236413,0.12,0.3,11,1.0
0.3285726140474447,0.4271704616545508,0.0022497877753419,-0.0031410870892983,0.0274370791932846,0.12,0.3,11,1.0
0.3267652686786957,0.4297059335162451,0.0025130010129688,-0.0026828276898499,0.0270333935081791,0.12,0.3,11,1.0
0.3973656893222962,0.3646203696008598,0.0308596769428977,0.0061189044238323,0.0076590912373436,0.12,0.3,11,1.0
0.4,0.3628392399416116,0.0350272912693638,0.0109664884924269,0.0050166551716635,0.12,0.3,11,1.0
0.3244539160764922,0.4266112389034476,0.0035535179166562,-0.0038990837654646,0.0265052160500755,0.12,0.3,11,1.0
0.3224576035928182,0.4293143275993472,0.0038898272483646,-0.0032501973971116,0.026175218988887,0.12,0.3,11,1.0
0.3971184208000013,0.3599096494175582,0.0395644031034212,0.0069871277863323,0.0043453304050153,0.12,0.3,11,1.0
0.4,0.3581558634519963,0.0429349236042926,0.0115511341539061,0.0022963532355743,0.12,0.3,11,1.0
0.3202699848856731,0.4260656443181358,0.0050093996351464,-0.0045307462797204,0.0256340579141684,0.12,0.3,11,1.0
0.3182435785791484,0.4289312344162863,0.0053643748993159,-0.0037036193191984,0.0253383081084994,0.12,0.3,11,1.0
0.3969073788921569,0.3556979107446896,0.046412432095038,0.007322665069762,0.0024553244985555,0.12,0.3,11,1.0
0.4,0.3538684348982783,0.0493424778282707,0.011663423440989,0.0006399808430026108,0.12,0.3,11,1.0
0.3165676168476515,0.4255742020764265,0.0063702814652659,-0.0049943969832241,0.0249130179159976,0.12,0.3,11,1.0
0.3144370272481107,0.4285851842952828,0.0067568693478174,-0.0040460815572606,0.0246437218355327,0.12,0.3,11,1.0
0.396739826059613,0.3518995995077195,0.0519499331996282,0.0074320645608341,0.0013467723903576,0.12,0.3,11,1.0
0.4000000000000001,0.3499625961785156,0.0546284762333235,0.0115763622395507,-0.0002517745159284104,0.12,0.3,11,1.0
0.3126974429973947,0.4250615210719993,0.007832493604708,-0.0054027042979203,0.0242246249747849,0.12,0.3,11,1.0
0.3104379276950221,0.4282216297904566,0.0082532044472923,-0.0043537998891543,0.0239716396176199,0.12,0.3,11,1.0
0.3965845816062481,0.3478789149036813,0.057273327035462,0.0074171273335893,0.000575931029926269,0.12,0.3,11,1.0
0.4,0.3458560310906839,0.0597231178968651,0.0113609591518538,-0.0008030125440605416,0.12,0.3,11,1.0
0.3086232636242704,0.4245198267998449,0.0093881178475323,-0.005763054610153,0.0235668267314172,0.12,0.3,11,1.0
0.3062365626088607,0.4278396875098965,0.0098346706292387,-0.0046279072945695,0.0233282114662454,0.12,0.3,11,1.0
0.3964209121348354,0.3436622795313188,0.0623630562618711,0.007282830467696,1.9317509950905723e-05,0.12,0.3,11,1.0
0.4,0.3415385409353862,0.0646294586177915,0.0110417072906408,-0.0011863597215844,0.12,0.3,11,1.0
0.3043343227967121,0.423960035899776,0.01101728269123,-0.0060730069650219,0.0229363340559988,0.12,0.3,11,1.0
0.3018230110622181,0.4274384555511108,0.0114824560736111,-0.004871165566368,0.0227125057928152,0.12,0.3,11,1.0
0.3962590116211992,0.3392270342462197,0.067246148317259,0.0070705004557804,-0.0003687695847208714,0.12,0.3,11,1.0
0.4,0.3369993506220986,0.0693509379169362,0.010644901422229,-0.0014279718903314,0.12,0.3,11,1.0
0.2998197817477422,0.423399806930075,0.0126983054270852,-0.0063276266949586,0.0223348986009813,0.12,0.3,11,1.0
0.2971865567131124,0.4270169597011921,0.0131775067053646,-0.0050850062354837,0.0221242940256134,0.12,0.3,11,1.0
0.2951167149788375,0.4228478186195055,0.0143943634201307,-0.0065258848409153,0.0217666186535543,0.12,0.3,11,1.0
0.2923675962239018,0.4265788723839911,0.0148822331240541,-0.0052697923126167,0.0215693340479462,0.12,0.3,11,1.0
0.2902455754090542,0.4223232138491933,0.0160749298191093,-0.0066661803565335,0.0212345129973889,0.12,0.3,11,1.0
0.2874363303664498,0.4261305754878591,0.0165521338760652,-0.0054260985670837,0.0210533175536075,0.12,0.3,11,1.0
0.2852680042115176,0.4218113182008061,0.0177043513394633,-0.0067599602883159,0.020741399419748,0.12,0.3,11,1.0
0.2824068625834267,0.4256733511439479,0.0181665318010123,-0.0055569492235926,0.0205742612527613,0.12,0.3,11,1.0
0.2802173434447467,0.4213055269859579,0.0192600764106378,-0.0068161949567176,0.0202857451783325,0.12,0.3,11,1.0
0.2772919534277247,0.4252083594025205,0.0197083142528805,-0.0056654838104997,0.0201303249554167,0.12,0.3,11,1.0
0.2750994537088621,0.4208129783600887,0.0207295817534509,-0.0068389365140944,0.0198648884375583,0.12,0.3,11,1.0
0.2721386909666734,0.4247398809969703,0.021154064585639,-0.0057539243361696,0.0197212289459603,0.12,0.3,11,1.0
0.2699469103916234,0.4203350683483065,0.0220969089137278,-0.0068342909650786,0.0194764031644454,0.12,0.3,11,1.0
0.2669852417085114,0.4242713856098647,0.0224884415121525,-0.0058249085465963,0.0193455980452351,0.12,0.3,11,1.0
0.3961123751628185,0.3345745464042489,0.07191663003847,0.0068141182001603,-0.0006346782099462771,0.12,0.3,11,1.0
0.4,0.3322271645826398,0.0738898239551497,0.0101909873043365,-0.0015684654856528,0.12,0.3,11,1.0
0.2647929474861679,0.4198580663615838,0.0233518384455074,-0.006811287492333,0.019118346243337,0.12,0.3,11,1.0
0.2618317924503495,0.4238028902227591,0.0237094490602787,-0.0058813437534763,0.0189987837656942,0.12,0.3,11,1.0
0.2596376378082428,0.4193855157764461,0.0244927985047313,-0.0067728204371947,0.018787111817757,0.12,0.3,11,1.0
0.2566783431921875,0.4233343948356534,0.0248162695672,-0.0059256083763647,0.0186773074022762,0.12,0.3,11,1.0
0.2544830307938533,0.4189157557962039,0.0255193204992413,-0.00672239273618,0.0184794401089089,0.12,0.3,11,1.0
0.2515248939340255,0.4228658994485478,0.0258088995154002,-0.0059596944491603,0.0183778431510876,0.12,0.3,11,1.0
0.3959939980497239,0.3297279708779999,0.0763513113269281,0.0065402806737025,-0.0008118051626440081,0.12,0.3,11,1.0
0.4,0.3272783407716695,0.078189644813301,0.0097026332581579,-0.0016401072577384,0.12,0.3,11,1.0
0.3959146332302145,0.3247214035925156,0.0805250727158496,0.0062679612899072,-0.000923736413211654,0.12,0.3,11,1.0
0.4,0.3222200300003574,0.082203203843916,0.0091998583876613,-0.0016608840616776,0.12,0.3,11,1.0
0.3958577625934368,0.3196181883187513,0.0844009986476554,0.005993666152568,-0.0009865591601344282,0.12,0.3,11,1.0
0.4,0.3170611255678309,0.0859395732905776,0.0086938386305772,-0.0016458827665905,0.12,0.3,11,1.0
0.2493289738981028,0.4184464150087049,0.0264321063212129,-0.0066628751840643,0.0181920899003341,0.12,0.3,11,1.0
0.2463714446758635,0.4223974040614422,0.0266879311203457,-0.0059852760155781,0.018097424569254,0.12,0.3,11,1.0
0.2441752624743558,0.4179774780701739,0.0272320884005817,-0.006596146084971,0.0179223502525515,0.12,0.3,11,1.0
0.2412179954177015,0.4219289086743365,0.0274543542774009,-0.0060037397300605,0.0178334696890508,0.12,0.3,11,1.0
0.3958170503477258,0.3144505573861016,0.0879767874900381,0.0057210075031062,-0.0010141463005639,0.12,0.3,11,1.0
0.4,0.311854835941754,0.089378735375725,0.0081963913612523,-0.001612434416259,0.12,0.3,11,1.0
0.2390217948435435,0.4175089768064819,0.0279204742787688,-0.0065237176678478,0.0176677455776534,0.12,0.3,11,1.0
0.2360645461595395,0.4214604132872309,0.0281094219543357,-0.0060162321174585,0.0175836319861998,0.12,0.3,11,1.0
0.2338683405248269,0.4170404798119312,0.0284986997505284,-0.0064468400406912,0.0174260175802077,0.12,0.3,11,1.0
0.2309110969013775,0.4209919179001253,0.0286545502364427,-0.0060236936309244,0.0173457291662584,0.12,0.3,11,1.0
0.3958042387158816,0.3092527709549632,0.091251966603915,0.0054629440544454,-0.0010197378466848,0.12,0.3,11,1.0
0.4,0.306648546315677,0.0925132646999006,0.0077149454448116,-0.0015679158168075,0.12,0.3,11,1.0
0.395794434023637,0.3040466248080037,0.094237602076023,0.0052077294467387,-0.0010101951992674,0.12,0.3,11,1.0
0.4,0.3014422566896,0.0953663670139153,0.0072510805121865,-0.0015175185685584,0.12,0.3,11,1.0
0.228714889809965,0.4165719839632587,0.0289682500818824,-0.0063664426409487,0.0171950859747154,0.12,0.3,11,1.0
0.2257576476432155,0.4205234225130196,0.0290912439703916,-0.0060268802328388,0.0171177487545735,0.12,0.3,11,1.0
0.2235614401293777,0.4161034884423511,0.0293306637271126,-0.0062832346863335,0.0169730173181801,0.12,0.3,11,1.0
0.2206041983850535,0.420054927125914,0.0294210396514264,-0.0060263829130946,0.0168978012074406,0.12,0.3,11,1.0
0.3957902830179995,0.2988393398843244,0.0969510555482823,0.0049594207545418,-0.0009921458729051905,0.12,0.3,11,1.0
0.4,0.2962359670635229,0.0979572630842077,0.0068044604585614,-0.0014669086992383,0.12,0.3,11,1.0
0.2184079907501197,0.4156349930168447,0.0295874860579113,-0.0061977337891255,0.0167579873463827,0.12,0.3,11,1.0
0.2154507491268916,0.4195864317388084,0.0296454639050098,-0.0060226430350148,0.0166840952644695,0.12,0.3,11,1.0
0.2132545414580861,0.4151664976189576,0.0297402356118801,-0.0061102893839889,0.0165482564910195,0.12,0.3,11,1.0
0.2102972998687296,0.4191179363517027,0.029766003672485,-0.0060159645129799,0.0164749141362259,0.12,0.3,11,1.0
0.2081010921908446,0.414698002228923,0.0297903805238552,-0.0060211015623641,0.0163421476859054,0.12,0.3,11,1.0
0.2051438506105676,0.4186494409645971,0.0297840862299386,-0.0060065233789452,0.0162685943376217,0.12,0.3,11,1.0
0.3957889496142208,0.2936329707141332,0.0994096468420513,0.0047176092754978,-0.0009702685691162872,0.12,0.3,11,1.0
0.4,0.291029677437446,0.1003016463210085,0.0063739516237486,-0.0014192811255013,0.12,0.3,11,1.0
0.0619446024961641,0.4056313274996513,9.331142044737544e-05,-0.0004350265144073921,0.003040193897991,0.12,0.3,11,1.0
0.0610003634191907,0.4055454875835629,4.097650250001592e-05,-0.00025314942080623554,0.002656999431482,0.12,0.3,11,1.0
0.0619149744354588,0.4038501126130671,7.009534285085259e-05,-0.0003235685062894268,0.0028722638640089,0.12,0.3,11,1.0
0.2029476429305055,0.4142295068410578,0.0297393236541384,-0.0059302362789541,0.0161380263479851,0.12,0.3,11,1.0
0.1999904013524056,0.4181809455774915,0.0297010674689818,-0.005994375151668,0.0160635063121918,0.12,0.3,11,1.0
0.395788143905975,0.2884266879269666,0.10162881578713,0.0044814963769884,-0.0009477482827786573,0.12,0.3,11,1.0
0.4,0.285823387811369,0.1024124240388765,0.0059578900054745,-0.0013767788776562,0.12,0.3,11,1.0
0.3957876625162828,0.2832203373889018,0.1036207699958595,0.0042507333717579,-0.0009270471788281308,0.12,0.3,11,1.0
0.4,0.280617098185292,0.104300189083372,0.0055542439122321,-0.0013408263427027,0.12,0.3,11,1.0
0.3957874964723471,0.2780139908507145,0.1053953452277706,0.0040245731966541,-0.0009099135168668436,0.12,0.3,11,1.0
0.4,0.275410808559215,0.1059735847465302,0.00516076946742,-0.0013122834240807,0.12,0.3,11,1.0
0.0633441622447062,0.4057585602040643,0.0002093691771276489,-0.0006977841594469626,0.0033250669681233,0.12,0.3,11,1.0
0.0630394236468647,0.403690350963668,0.0001419232362661756,-0.0004711267751967425,0.0031296552209841,0.12,0.3,11,1.0
0.1977941936721786,0.413761011453765,0.0295883952375387,-0.005837637640983,0.0159342818916043,0.12,0.3,11,1.0
0.1948369520942436,0.4177124501903858,0.0295182273823919,-0.0059794602658066,0.0158580363653331,0.12,0.3,11,1.0
0.1926407444145084,0.4132925160665984,0.0293388522556075,-0.0057431378052208,0.0157293103006808,0.12,0.3,11,1.0
0.1896835028360817,0.4172439548032802,0.0292367720739713,-0.0059616077410913,0.0156505694644371,0.12,0.3,11,1.0
0.1874872951574972,0.4128240206794373,0.0289918840591327,-0.0056464648787473,0.0155214973667694,0.12,0.3,11,1.0
0.1845300535779197,0.4167754594161745,0.0288578419264638,-0.00594053719059,0.0154394725304165,0.12,0.3,11,1.0
0.1823338459016292,0.4123555252922318,0.0285486240616101,-0.0055472491173181,0.0153092022486803,0.12,0.3,11,1.0
0.1793766043197577,0.4163069640290689,0.0283825258483607,-0.0059158591885368,0.0152230778676718,0.12,0.3,11,1.0
0.3957874834976827,0.2728076748175529,0.106960509688875,0.0038018826314069,-0.0008975003499127791,0.12,0.3,11,1.0
0.4,0.270204518933138,0.1074395953011451,0.0047751129665152,-0.0012916414489996,0.12,0.3,11,1.0
0.3957874780410863,0.2676013740898971,0.1083226365059364,0.003581322873074,-0.0008905689139466017,0.12,0.3,11,1.0
0.4,0.2649982293070611,0.1087037790109218,0.0043948772121198,-0.0012791475414973,0.12,0.3,11,1.0
0.3957874780431096,0.2623950844784764,0.1094867103532042,0.0033614560425456,-0.0008896070015163216,0.12,0.3,11,1.0
0.4,0.2597919396809841,0.1097704530839523,0.0040176609732256,-0.0012748874635813,0.12,0.3,11,1.0
0.0655173245406621,0.4059561204127875,0.0004642135838519004,-0.0010739016181246,0.0038253983410463,0.12,0.3,11,1.0
0.0647309821315253,0.4037082520671011,0.00030368321686187694,-0.0006902023778085947,0.0035241266937319,0.12,0.3,11,1.0
0.1771803966479588,0.4118870299049285,0.028010167605184,-0.0054450276346375,0.0150907409990475,0.12,0.3,11,1.0
0.1742231550615958,0.4158384686419633,0.0278118818081249,-0.0058870739356154,0.0149996663645303,0.12,0.3,11,1.0
0.1720269473985154,0.4114185345174342,0.0273775963909444,-0.0053392477825459,0.0148643698143704,0.12,0.3,11,1.0
0.1690697058034338,0.4153699732548577,0.0271469641814749,-0.0058535680683714,0.0147674501098114,0.12,0.3,11,1.0
0.1668734981571274,0.4109500391295745,0.0266520102865356,-0.0052292692800179,0.0146282667652517,0.12,0.3,11,1.0
0.1639162565452718,0.414901477867752,0.026388858827498,-0.0058146093324963,0.0145245540333304,0.12,0.3,11,1.0
0.1617200057351575,0.4104815639831179,0.0258345612738373,-0.0051143679650875,0.0143805094757946,0.12,0.3,11,1.0
0.1587628072871099,0.4144329824806464,0.0255387272640568,-0.005769338559109,0.014268996143937,0.12,0.3,11,1.0
0.3957874780441774,0.2571887948599608,0.1104565183937414,0.0031407519096535,-0.0008949022479995224,0.12,0.3,11,1.0
