x,y,u,v,p,d,F,N
0.3999999999999998,0.3148428142240395,0.0136790167949009,0.0055138826480748,0.0539651682897334,0.27999999999999997,0.7,7
0.3999999999999998,0.3159267927747686,0.0089716967205673,0.0026071293179062,0.0818374918083105,0.27999999999999997,0.7,7
0.3982269452216742,0.3152259057159169,0.0085547159943422,0.0017718345932302,0.0417287976237808,0.27999999999999997,0.7,7
0.3980264888030868,0.3141434600414366,0.0129204827134808,0.0027771718379777,0.0341880685012141,0.27999999999999997,0.7,7
0.3999999999999998,0.31335346648489,0.0189921176533831,0.0083101858659538,0.0340252187781181,0.27999999999999997,0.7,7
0.3999999999999998,0.1992949106061483,0.0128841297318896,-0.0050258197430689,0.0567522319554614,0.27999999999999997,0.7,7
0.3978509290541984,0.1989587938086288,0.0074914346339284,-0.0011780796078162,0.0385092784355452,0.27999999999999997,0.7,7
0.3999999999999999,0.1982589657254738,0.0083617190252034,-0.0023456020611697,0.0852877047667495,0.27999999999999997,0.7,7
0.3977729463818382,0.312332595761835,0.0197147644390038,0.0044501819933056,0.0264236623952679,0.27999999999999997,0.7,7
0.3999999999999998,0.3112774075182212,0.0258076340125927,0.0109636663682108,0.022053490402643,0.27999999999999997,0.7,7
0.3999999999999998,0.2008382550006644,0.0184361934939749,-0.0077676754298682,0.0356648716890989,0.27999999999999997,0.7,7
0.397230220314325,0.2001794058133622,0.0119643125763161,-0.00168261522718,0.0314985484739043,0.27999999999999997,0.7,7
0.3975721262659245,0.309570106349738,0.0290221933239496,0.0066067926437764,0.0180088130978095,0.27999999999999997,0.7,7
0.3999999999999998,0.3080383150866146,0.0353888177883602,0.0134583131597595,0.0130950660592683,0.27999999999999997,0.7,7
0.3999999999999998,0.2029627786265055,0.0253522219108009,-0.0106618660161227,0.0231840528893424,0.27999999999999997,0.7,7
0.3975808224268943,0.2022958198176014,0.0204875456016568,-0.0044998808162848,0.0244460430502002,0.27999999999999997,0.7,7
0.3974240837491969,0.305935904061179,0.0398278787059796,0.0085813054248143,0.010546715222841,0.27999999999999997,0.7,7
0.3999999999999998,0.3040408102093986,0.0458307248621685,0.0149931958443591,0.0063149315465642,0.27999999999999997,0.7,7
0.3975076361057181,0.2051734610771315,0.0299618040379393,-0.006783649525436,0.0164927133417023,0.27999999999999997,0.7,7
0.3999999999999998,0.2065407787974277,0.0357092955092618,-0.0134537983766059,0.0129709414354086,0.27999999999999997,0.7,7
0.397227622444888,0.3013342858937006,0.0517293041645245,0.0097504147878658,0.0050281895145819,0.27999999999999997,0.7,7
0.3999999999999998,0.2995062685238987,0.0563369607658134,0.0154940918304944,0.0015151922900731,0.27999999999999997,0.7,7
0.3973188442011073,0.2089817990960987,0.0409733695149843,-0.0085763226458409,0.0096021587443299,0.27999999999999997,0.7,7
0.3999999999999998,0.2104199821235488,0.0457305978450941,-0.0149219417116452,0.0061382424615428,0.27999999999999997,0.7,7
0.3970707370201215,0.2971784807364997,0.0610976033282822,0.0100114271862555,0.0014856211399702,0.27999999999999997,0.7,7
0.3999999999999998,0.2954071767013274,0.0645979432950414,0.0151466136927777,-0.0017625901067286,0.27999999999999997,0.7,7
0.3969157068879877,0.2935176343899996,0.068325715538594,0.009781314052166,-0.0007072848973024,0.27999999999999997,0.7,7
0.3999999999999997,0.2916608982036173,0.0712311996186738,0.0144110985079138,-0.0037600043999034,0.27999999999999997,0.7,7
0.3967509399873321,0.2896778459669742,0.0749869072096098,0.0092230893058887,-0.0023175162689483,0.27999999999999997,0.7,7
0.3999999999999998,0.2877280529093037,0.0773500494087119,0.0133295306992243,-0.0051983276788456,0.27999999999999997,0.7,7
0.3966549538667736,0.2856628896618775,0.0810208054896562,0.008482990057184,-0.0036089066241095,0.27999999999999997,0.7,7
0.3999999999999999,0.2835994737296745,0.0828821917350614,0.0119225466286579,-0.0063159022550948,0.27999999999999997,0.7,7
0.3964850902685862,0.281430779220092,0.0864287191914289,0.0074258256405342,-0.0045596345899384,0.27999999999999997,0.7,7
0.3999999999999998,0.2792654838075101,0.0877436963515149,0.0102372610277426,-0.007155881226628,0.27999999999999997,0.7,7
0.396303636731778,0.2769875690135299,0.09110050152044,0.0061748287573116,-0.0052478862977885,0.27999999999999997,0.7,7
0.3999999999999998,0.2747159293554839,0.0918504200048488,0.0083018824299679,-0.0077592046378514,0.27999999999999997,0.7,7
0.3960919687775938,0.2723247453465021,0.0949481367737773,0.0047579942179673,-0.0057171750439753,0.27999999999999997,0.7,7
0.3999999999999998,0.2699414998083412,0.0951007146814651,0.0061491251680842,-0.0081705065065197,0.27999999999999997,0.7,7
